Algo: i2aEnvironment: RegularMiniPacmanNoFrameskip-v0
Updates 0, num timesteps 160, FPS 161, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 1.60944, value loss 1.48998, policy loss 1.32176, distill_loss 0.00004, time 0.01648 min
Updates 44620, num timesteps 7139360, FPS 367, mean/median reward 171.9/133.0, min/max reward 4.0/400.0, entropy 0.01960, value loss 3.96720, policy loss -0.00691, distill_loss -134.05484, time 323.73290 min
Updates 44630, num timesteps 7140960, FPS 367, mean/median reward 172.1/133.0, min/max reward 4.0/405.0, entropy 0.05430, value loss 97.81942, policy loss 0.02936, distill_loss -131.85646, time 323.80200 min
Updates 44640, num timesteps 7142560, FPS 367, mean/median reward 170.2/133.0, min/max reward 4.0/405.0, entropy 0.05661, value loss 5.67012, policy loss -0.02918, distill_loss -130.32436, time 323.87036 min
Updates 44650, num timesteps 7144160, FPS 367, mean/median reward 187.3/134.0, min/max reward 4.0/500.0, entropy 0.05156, value loss 5.21199, policy loss 0.01326, distill_loss -109.68896, time 323.93862 min
Updates 44660, num timesteps 7145760, FPS 367, mean/median reward 184.1/136.0, min/max reward 53.0/405.0, entropy 0.04331, value loss 4.46026, policy loss -0.02118, distill_loss -135.37477, time 324.00739 min
Updates 44670, num timesteps 7147360, FPS 367, mean/median reward 208.0/140.0, min/max reward 53.0/417.0, entropy 0.03939, value loss 34.22443, policy loss -0.06222, distill_loss -153.25775, time 324.07740 min
Updates 44680, num timesteps 7148960, FPS 367, mean/median reward 214.9/204.0, min/max reward 53.0/417.0, entropy 0.01621, value loss 67.46978, policy loss 0.05043, distill_loss -145.09848, time 324.14606 min
Updates 44690, num timesteps 7150560, FPS 367, mean/median reward 214.5/140.0, min/max reward 53.0/417.0, entropy 0.04910, value loss 2.75942, policy loss -0.04015, distill_loss -136.87843, time 324.21444 min
Updates 44700, num timesteps 7152160, FPS 367, mean/median reward 221.7/243.0, min/max reward 54.0/404.0, entropy 0.05827, value loss 8.19003, policy loss -0.00928, distill_loss -116.73204, time 324.28447 min
Updates 44710, num timesteps 7153760, FPS 367, mean/median reward 202.4/139.0, min/max reward 54.0/404.0, entropy 0.03252, value loss 32.14535, policy loss 0.00991, distill_loss -143.75116, time 324.35843 min
Updates 44720, num timesteps 7155360, FPS 367, mean/median reward 196.2/139.0, min/max reward 54.0/404.0, entropy 0.02242, value loss 25.90824, policy loss 0.01304, distill_loss -142.50951, time 324.42753 min
Updates 44730, num timesteps 7156960, FPS 367, mean/median reward 184.0/137.0, min/max reward 28.0/400.0, entropy 0.03026, value loss 3.05430, policy loss -0.02754, distill_loss -130.52205, time 324.49662 min
Updates 44740, num timesteps 7158560, FPS 367, mean/median reward 189.2/139.0, min/max reward 28.0/400.0, entropy 0.05646, value loss 2.26857, policy loss -0.04594, distill_loss -118.47740, time 324.56540 min
Updates 44750, num timesteps 7160160, FPS 367, mean/median reward 183.5/138.0, min/max reward 28.0/400.0, entropy 0.02646, value loss 2.29671, policy loss 0.01154, distill_loss -152.08228, time 324.63537 min
Updates 44760, num timesteps 7161760, FPS 367, mean/median reward 196.5/139.0, min/max reward 0.0/417.0, entropy 0.02751, value loss 2.80938, policy loss 0.09024, distill_loss -141.15558, time 324.70442 min
Updates 44770, num timesteps 7163360, FPS 367, mean/median reward 198.7/145.0, min/max reward 7.0/417.0, entropy 0.03189, value loss 30.54360, policy loss -0.03719, distill_loss -128.97772, time 324.77339 min
Updates 44780, num timesteps 7164960, FPS 367, mean/median reward 203.1/145.0, min/max reward 7.0/417.0, entropy 0.03517, value loss 10.01790, policy loss -0.02424, distill_loss -145.01276, time 324.84180 min
Updates 44790, num timesteps 7166560, FPS 367, mean/median reward 209.2/175.0, min/max reward 103.0/417.0, entropy 0.02826, value loss 6.13374, policy loss -0.00995, distill_loss -136.97736, time 324.91064 min
Updates 44800, num timesteps 7168160, FPS 367, mean/median reward 196.8/139.0, min/max reward 103.0/417.0, entropy 0.02292, value loss 3.37160, policy loss -0.01696, distill_loss -138.48442, time 324.97990 min
Updates 44810, num timesteps 7169760, FPS 367, mean/median reward 201.9/139.0, min/max reward 103.0/417.0, entropy 0.04450, value loss 25.36444, policy loss -0.07805, distill_loss -160.37170, time 325.05384 min
Updates 44820, num timesteps 7171360, FPS 367, mean/median reward 205.5/145.0, min/max reward 4.0/417.0, entropy 0.02055, value loss 41.36782, policy loss 0.08126, distill_loss -152.13414, time 325.12257 min
Updates 44830, num timesteps 7172960, FPS 367, mean/median reward 202.0/140.0, min/max reward 4.0/417.0, entropy 0.01991, value loss 8.00830, policy loss -0.05202, distill_loss -151.16499, time 325.19126 min
Updates 44840, num timesteps 7174560, FPS 367, mean/median reward 188.8/139.0, min/max reward 4.0/417.0, entropy 0.02292, value loss 2.76898, policy loss -0.01283, distill_loss -136.13127, time 325.26087 min
Updates 44850, num timesteps 7176160, FPS 367, mean/median reward 189.0/138.0, min/max reward 44.0/417.0, entropy 0.03190, value loss 97.71230, policy loss -0.43240, distill_loss -152.26730, time 325.32936 min
Updates 44860, num timesteps 7177760, FPS 367, mean/median reward 195.3/139.0, min/max reward 44.0/417.0, entropy 0.04168, value loss 34.86924, policy loss 0.14498, distill_loss -143.51335, time 325.39756 min
Updates 44870, num timesteps 7179360, FPS 367, mean/median reward 192.2/139.0, min/max reward 21.0/417.0, entropy 0.01251, value loss 4.59348, policy loss 0.00228, distill_loss -160.78297, time 325.46599 min
Updates 44880, num timesteps 7180960, FPS 367, mean/median reward 194.1/139.0, min/max reward 44.0/417.0, entropy 0.03508, value loss 53.55027, policy loss -0.08829, distill_loss -172.32339, time 325.53552 min
Updates 44890, num timesteps 7182560, FPS 367, mean/median reward 199.3/139.0, min/max reward 44.0/417.0, entropy 0.02953, value loss 35.27376, policy loss -0.03295, distill_loss -152.15266, time 325.60461 min
Updates 44900, num timesteps 7184160, FPS 367, mean/median reward 213.1/220.0, min/max reward 44.0/417.0, entropy 0.03131, value loss 5.90113, policy loss 0.01635, distill_loss -140.45999, time 325.67405 min
Updates 44910, num timesteps 7185760, FPS 367, mean/median reward 210.7/138.0, min/max reward 43.0/418.0, entropy 0.03766, value loss 10.14221, policy loss -0.11620, distill_loss -144.39507, time 325.74748 min
Updates 44920, num timesteps 7187360, FPS 367, mean/median reward 206.1/140.0, min/max reward 43.0/418.0, entropy 0.06525, value loss 2.12272, policy loss -0.01023, distill_loss -134.58820, time 325.81657 min
Updates 44930, num timesteps 7188960, FPS 367, mean/median reward 192.0/135.0, min/max reward 20.0/418.0, entropy 0.02808, value loss 8.91875, policy loss -0.09309, distill_loss -137.09079, time 325.88542 min
Updates 44940, num timesteps 7190560, FPS 367, mean/median reward 174.6/135.0, min/max reward 11.0/418.0, entropy 0.04483, value loss 6.49979, policy loss -0.02324, distill_loss -143.12082, time 325.95456 min
Updates 44950, num timesteps 7192160, FPS 367, mean/median reward 169.1/134.0, min/max reward 11.0/418.0, entropy 0.03226, value loss 2.26899, policy loss -0.00169, distill_loss -141.26012, time 326.02404 min
Updates 44960, num timesteps 7193760, FPS 367, mean/median reward 179.8/135.0, min/max reward 11.0/418.0, entropy 0.03550, value loss 3.14674, policy loss -0.06218, distill_loss -160.29245, time 326.09331 min
Updates 44970, num timesteps 7195360, FPS 367, mean/median reward 179.2/135.0, min/max reward 4.0/418.0, entropy 0.04684, value loss 25.19249, policy loss -0.05551, distill_loss -155.60599, time 326.16272 min
Updates 44980, num timesteps 7196960, FPS 367, mean/median reward 189.1/139.0, min/max reward 4.0/418.0, entropy 0.04301, value loss 43.49745, policy loss 0.06925, distill_loss -129.20190, time 326.23108 min
Updates 44990, num timesteps 7198560, FPS 367, mean/median reward 202.2/140.0, min/max reward 4.0/418.0, entropy 0.00637, value loss 4.70822, policy loss -0.00383, distill_loss -134.82748, time 326.29985 min
Updates 45000, num timesteps 7200160, FPS 367, mean/median reward 203.6/155.0, min/max reward 4.0/409.0, entropy 0.06307, value loss 2.54452, policy loss -0.04232, distill_loss -130.23930, time 326.36873 min
Updates 45010, num timesteps 7201760, FPS 367, mean/median reward 199.1/139.0, min/max reward 20.0/409.0, entropy 0.06688, value loss 3.65118, policy loss 0.06337, distill_loss -126.83938, time 326.44323 min
Updates 45020, num timesteps 7203360, FPS 367, mean/median reward 184.7/136.0, min/max reward 20.0/409.0, entropy 0.04221, value loss 4.29642, policy loss 0.00784, distill_loss -112.81869, time 326.51314 min
Updates 45030, num timesteps 7204960, FPS 367, mean/median reward 176.5/135.0, min/max reward 20.0/394.0, entropy 0.04348, value loss 6.43143, policy loss 0.01538, distill_loss -159.52080, time 326.58222 min
Updates 45040, num timesteps 7206560, FPS 367, mean/median reward 179.8/135.0, min/max reward 20.0/394.0, entropy 0.01993, value loss 57.50044, policy loss -0.03486, distill_loss -152.01779, time 326.65205 min
Updates 45050, num timesteps 7208160, FPS 367, mean/median reward 200.1/139.0, min/max reward 47.0/394.0, entropy 0.05246, value loss 9.35522, policy loss 0.01372, distill_loss -130.42914, time 326.72129 min
Updates 45060, num timesteps 7209760, FPS 367, mean/median reward 178.0/135.0, min/max reward 3.0/394.0, entropy 0.02973, value loss 69.36977, policy loss -0.04332, distill_loss -121.75313, time 326.79131 min
Updates 45070, num timesteps 7211360, FPS 367, mean/median reward 169.7/133.0, min/max reward 3.0/394.0, entropy 0.06348, value loss 4.05584, policy loss -0.09285, distill_loss -127.08607, time 326.86082 min
Updates 45080, num timesteps 7212960, FPS 367, mean/median reward 170.4/133.0, min/max reward 3.0/394.0, entropy 0.01822, value loss 60.06653, policy loss -0.02642, distill_loss -120.67094, time 326.93044 min
Updates 45090, num timesteps 7214560, FPS 367, mean/median reward 172.1/133.0, min/max reward 3.0/394.0, entropy 0.05368, value loss 5.72598, policy loss -0.05910, distill_loss -125.61070, time 326.99973 min
Updates 45100, num timesteps 7216160, FPS 367, mean/median reward 175.1/136.0, min/max reward 3.0/394.0, entropy 0.07137, value loss 3.11440, policy loss -0.04515, distill_loss -124.86980, time 327.06950 min
Updates 45110, num timesteps 7217760, FPS 367, mean/median reward 191.2/139.0, min/max reward 3.0/418.0, entropy 0.03223, value loss 5.45530, policy loss -0.10394, distill_loss -134.17599, time 327.14389 min
Updates 45120, num timesteps 7219360, FPS 367, mean/median reward 195.1/139.0, min/max reward 3.0/418.0, entropy 0.06863, value loss 25.54384, policy loss 0.12485, distill_loss -134.98099, time 327.21364 min
Updates 45130, num timesteps 7220960, FPS 367, mean/median reward 179.3/134.0, min/max reward 3.0/418.0, entropy 0.03103, value loss 4.32369, policy loss 0.00418, distill_loss -127.02266, time 327.28388 min
Updates 45140, num timesteps 7222560, FPS 367, mean/median reward 190.3/136.0, min/max reward 15.0/503.0, entropy 0.03827, value loss 2.88776, policy loss -0.00663, distill_loss -136.05289, time 327.35439 min
Updates 45150, num timesteps 7224160, FPS 367, mean/median reward 179.9/135.0, min/max reward 15.0/503.0, entropy 0.07992, value loss 2.64999, policy loss -0.11888, distill_loss -141.35847, time 327.42420 min
Updates 45160, num timesteps 7225760, FPS 367, mean/median reward 169.3/134.0, min/max reward 15.0/503.0, entropy 0.04836, value loss 30.65476, policy loss -0.43458, distill_loss -109.46848, time 327.49356 min
Updates 45170, num timesteps 7227360, FPS 367, mean/median reward 159.7/133.0, min/max reward 15.0/503.0, entropy 0.07244, value loss 3.96156, policy loss -0.03650, distill_loss -103.99889, time 327.56314 min
Updates 45180, num timesteps 7228960, FPS 367, mean/median reward 151.7/133.0, min/max reward 17.0/503.0, entropy 0.04492, value loss 31.52177, policy loss -0.03107, distill_loss -120.70154, time 327.63350 min
Updates 45190, num timesteps 7230560, FPS 367, mean/median reward 155.2/133.0, min/max reward 17.0/503.0, entropy 0.04497, value loss 3.24462, policy loss -0.06591, distill_loss -130.22195, time 327.70317 min
Updates 45200, num timesteps 7232160, FPS 367, mean/median reward 166.8/133.0, min/max reward 17.0/537.0, entropy 0.01788, value loss 5.94063, policy loss -0.01745, distill_loss -131.23587, time 327.77245 min
Updates 45210, num timesteps 7233760, FPS 367, mean/median reward 163.3/133.0, min/max reward 17.0/537.0, entropy 0.03181, value loss 2.90952, policy loss 0.00248, distill_loss -133.44389, time 327.84732 min
Updates 45220, num timesteps 7235360, FPS 367, mean/median reward 147.7/133.0, min/max reward 4.0/537.0, entropy 0.05299, value loss 49.74016, policy loss -0.18020, distill_loss -129.92451, time 327.91649 min
Updates 45230, num timesteps 7236960, FPS 367, mean/median reward 163.4/134.0, min/max reward 4.0/537.0, entropy 0.04006, value loss 37.34283, policy loss -0.03109, distill_loss -134.72179, time 327.98705 min
Updates 45240, num timesteps 7238560, FPS 367, mean/median reward 158.6/134.0, min/max reward 4.0/537.0, entropy 0.05098, value loss 45.48329, policy loss 0.06791, distill_loss -136.54306, time 328.05636 min
Updates 45250, num timesteps 7240160, FPS 367, mean/median reward 181.5/137.0, min/max reward 4.0/537.0, entropy 0.02649, value loss 67.47816, policy loss -0.23861, distill_loss -151.73547, time 328.12673 min
Updates 45260, num timesteps 7241760, FPS 367, mean/median reward 177.2/137.0, min/max reward 4.0/537.0, entropy 0.03812, value loss 9.23160, policy loss 0.07815, distill_loss -140.01312, time 328.19680 min
Updates 45270, num timesteps 7243360, FPS 367, mean/median reward 179.5/137.0, min/max reward 4.0/537.0, entropy 0.04474, value loss 3.96348, policy loss -0.00957, distill_loss -137.59650, time 328.26623 min
Updates 45280, num timesteps 7244960, FPS 367, mean/median reward 202.2/139.0, min/max reward 29.0/537.0, entropy 0.01594, value loss 4.67841, policy loss -0.02909, distill_loss -153.95598, time 328.33607 min
Updates 45290, num timesteps 7246560, FPS 367, mean/median reward 204.1/157.0, min/max reward 29.0/537.0, entropy 0.03905, value loss 9.22874, policy loss 0.00620, distill_loss -154.40219, time 328.40520 min
Updates 45300, num timesteps 7248160, FPS 367, mean/median reward 207.1/157.0, min/max reward 29.0/537.0, entropy 0.05604, value loss 3.87993, policy loss 0.00383, distill_loss -144.37527, time 328.47492 min
Updates 45310, num timesteps 7249760, FPS 367, mean/median reward 202.0/226.0, min/max reward 29.0/406.0, entropy 0.01475, value loss 24.58130, policy loss 0.00157, distill_loss -143.82201, time 328.54994 min
Updates 45320, num timesteps 7251360, FPS 367, mean/median reward 188.0/139.0, min/max reward 29.0/406.0, entropy 0.04194, value loss 16.98225, policy loss 0.07898, distill_loss -153.79518, time 328.61922 min
Updates 45330, num timesteps 7252960, FPS 367, mean/median reward 189.0/185.0, min/max reward 2.0/406.0, entropy 0.03676, value loss 5.34269, policy loss 0.00388, distill_loss -159.36534, time 328.68934 min
Updates 45340, num timesteps 7254560, FPS 367, mean/median reward 182.4/137.0, min/max reward 29.0/406.0, entropy 0.02935, value loss 4.19563, policy loss -0.05675, distill_loss -158.21890, time 328.75843 min
Updates 45350, num timesteps 7256160, FPS 367, mean/median reward 159.8/134.0, min/max reward 6.0/398.0, entropy 0.04007, value loss 83.99625, policy loss -0.08881, distill_loss -137.88255, time 328.82908 min
Updates 45360, num timesteps 7257760, FPS 367, mean/median reward 152.9/129.0, min/max reward 5.0/398.0, entropy 0.05282, value loss 6.12301, policy loss 0.04390, distill_loss -123.75978, time 328.89950 min
Updates 45370, num timesteps 7259360, FPS 367, mean/median reward 152.8/134.0, min/max reward 5.0/322.0, entropy 0.01497, value loss 48.98553, policy loss 0.00400, distill_loss -148.62918, time 328.96972 min
Updates 45380, num timesteps 7260960, FPS 367, mean/median reward 150.8/135.0, min/max reward 1.0/310.0, entropy 0.03535, value loss 27.90003, policy loss -0.01829, distill_loss -134.97452, time 329.03887 min
Updates 45390, num timesteps 7262560, FPS 367, mean/median reward 157.1/134.0, min/max reward 1.0/391.0, entropy 0.04049, value loss 5.06907, policy loss -0.12050, distill_loss -119.08783, time 329.10837 min
