command line args: main.py --algo i2a --env-name MsPacmanNoFrameskip-v0 --num-processes 30 --port 5557 --log-dir /tmp/i2a/MsPacman_dSSM_DET_5rollouts --i2a-rollout-steps 5 --num-steps 10 --entropy-coef 0.02 --distill-coef 10 --num-stack 4 --num-frames 300000000 --train-on-200x160-pixel --latent-space-model dSSM_DET
Updates 0, num timesteps 300, FPS 59, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.19722, value loss 0.00122, policy loss -0.00441, distill_loss -0.00355, time 0.08345 min
Updates 10190, num timesteps 3057300, FPS 66, mean/median reward 128.0/122.0, min/max reward 59.0/275.0, entropy 1.02308, value loss 3.43283, policy loss 0.06442, distill_loss -91.65418, time 764.65277 min
Updates 10200, num timesteps 3060300, FPS 66, mean/median reward 123.5/117.0, min/max reward 38.0/275.0, entropy 0.98165, value loss 6.38295, policy loss -0.18811, distill_loss -90.13758, time 765.41796 min
Updates 10210, num timesteps 3063300, FPS 66, mean/median reward 124.7/119.0, min/max reward 38.0/275.0, entropy 0.93027, value loss 9.03862, policy loss -0.63875, distill_loss -116.65542, time 766.17642 min
Updates 10220, num timesteps 3066300, FPS 66, mean/median reward 120.0/117.0, min/max reward 38.0/275.0, entropy 1.00081, value loss 4.20091, policy loss 0.61076, distill_loss -72.18437, time 766.94536 min
Updates 10230, num timesteps 3069300, FPS 66, mean/median reward 115.0/117.0, min/max reward 38.0/257.0, entropy 0.92793, value loss 14.28253, policy loss 0.07285, distill_loss -96.83598, time 767.69309 min
Updates 10240, num timesteps 3072300, FPS 66, mean/median reward 101.7/106.0, min/max reward 15.0/196.0, entropy 0.89051, value loss 8.45780, policy loss -0.17997, distill_loss -112.99980, time 768.45126 min
Updates 10250, num timesteps 3075300, FPS 66, mean/median reward 104.2/107.0, min/max reward 15.0/196.0, entropy 1.02053, value loss 6.73668, policy loss 0.37461, distill_loss -110.76574, time 769.20686 min
Updates 10260, num timesteps 3078300, FPS 66, mean/median reward 107.8/117.0, min/max reward 15.0/196.0, entropy 1.05784, value loss 8.65678, policy loss 0.43957, distill_loss -96.46531, time 769.96511 min
Updates 10270, num timesteps 3081300, FPS 66, mean/median reward 109.2/120.0, min/max reward 15.0/196.0, entropy 0.97315, value loss 88.86321, policy loss -0.19976, distill_loss -116.00613, time 770.71542 min
Updates 10280, num timesteps 3084300, FPS 66, mean/median reward 112.8/120.0, min/max reward 15.0/233.0, entropy 0.82746, value loss 5.60409, policy loss -0.64293, distill_loss -95.38109, time 771.46169 min
Updates 10290, num timesteps 3087300, FPS 66, mean/median reward 117.0/125.0, min/max reward 15.0/233.0, entropy 0.90835, value loss 50.04201, policy loss 0.48326, distill_loss -110.13677, time 772.22531 min
Updates 10300, num timesteps 3090300, FPS 66, mean/median reward 127.6/131.0, min/max reward 15.0/233.0, entropy 1.03023, value loss 16.09991, policy loss -0.15524, distill_loss -89.07016, time 772.98554 min
Updates 10310, num timesteps 3093300, FPS 66, mean/median reward 133.6/131.0, min/max reward 15.0/369.0, entropy 1.04712, value loss 8.30480, policy loss 0.80844, distill_loss -80.79983, time 773.74041 min
Updates 10320, num timesteps 3096300, FPS 66, mean/median reward 133.5/131.0, min/max reward 15.0/369.0, entropy 1.28132, value loss 7.06869, policy loss -1.28725, distill_loss -65.16572, time 774.49062 min
Updates 10330, num timesteps 3099300, FPS 66, mean/median reward 131.8/129.0, min/max reward 15.0/369.0, entropy 1.11911, value loss 34.58739, policy loss 0.80287, distill_loss -85.99860, time 775.23566 min
Updates 10340, num timesteps 3102300, FPS 66, mean/median reward 138.4/131.0, min/max reward 15.0/369.0, entropy 1.12952, value loss 3.13510, policy loss -0.21689, distill_loss -82.80298, time 775.97923 min
Updates 10350, num timesteps 3105300, FPS 66, mean/median reward 149.0/137.0, min/max reward 17.0/369.0, entropy 1.13060, value loss 7.62195, policy loss -0.21353, distill_loss -91.89660, time 776.71566 min
Updates 10360, num timesteps 3108300, FPS 66, mean/median reward 158.2/137.0, min/max reward 17.0/415.0, entropy 1.17918, value loss 40.69238, policy loss 1.52497, distill_loss -77.02446, time 777.45470 min
Updates 10370, num timesteps 3111300, FPS 66, mean/median reward 157.3/142.0, min/max reward 17.0/415.0, entropy 1.08908, value loss 3.93517, policy loss -0.75689, distill_loss -88.00909, time 778.18413 min
Updates 10380, num timesteps 3114300, FPS 66, mean/median reward 148.0/137.0, min/max reward 17.0/415.0, entropy 1.03969, value loss 6.31084, policy loss -0.86243, distill_loss -103.10579, time 778.93157 min
Updates 10390, num timesteps 3117300, FPS 66, mean/median reward 141.3/136.0, min/max reward 17.0/415.0, entropy 1.01242, value loss 14.68734, policy loss 0.10182, distill_loss -103.21861, time 779.68223 min
Updates 10400, num timesteps 3120300, FPS 66, mean/median reward 141.3/136.0, min/max reward 17.0/415.0, entropy 0.99376, value loss 8.43081, policy loss 0.09623, distill_loss -122.91254, time 780.45789 min
Updates 10410, num timesteps 3123300, FPS 66, mean/median reward 145.8/136.0, min/max reward 43.0/415.0, entropy 1.15486, value loss 9.47203, policy loss -0.69712, distill_loss -98.67966, time 781.22463 min
Updates 10420, num timesteps 3126300, FPS 66, mean/median reward 138.5/108.0, min/max reward 43.0/415.0, entropy 0.99939, value loss 58.18671, policy loss 0.19531, distill_loss -100.91532, time 781.98277 min
Updates 10430, num timesteps 3129300, FPS 66, mean/median reward 136.4/107.0, min/max reward 43.0/415.0, entropy 1.10355, value loss 23.58946, policy loss -0.55800, distill_loss -97.33813, time 782.76294 min
Updates 10440, num timesteps 3132300, FPS 66, mean/median reward 132.1/102.0, min/max reward 39.0/415.0, entropy 1.19778, value loss 5.10534, policy loss -0.07658, distill_loss -83.90684, time 783.51717 min
Updates 10450, num timesteps 3135300, FPS 66, mean/median reward 124.8/95.0, min/max reward 39.0/415.0, entropy 1.41757, value loss 15.98538, policy loss -0.39208, distill_loss -87.21452, time 784.25396 min
Updates 10460, num timesteps 3138300, FPS 66, mean/median reward 121.0/96.0, min/max reward 36.0/415.0, entropy 1.10999, value loss 13.53733, policy loss 0.79876, distill_loss -88.49008, time 784.99840 min
Updates 10470, num timesteps 3141300, FPS 66, mean/median reward 118.9/98.0, min/max reward 36.0/329.0, entropy 0.88314, value loss 9.68777, policy loss -0.35960, distill_loss -136.61345, time 785.75037 min
Updates 10480, num timesteps 3144300, FPS 66, mean/median reward 122.9/102.0, min/max reward 36.0/329.0, entropy 0.93110, value loss 5.73193, policy loss -0.22393, distill_loss -105.93323, time 786.52495 min
Updates 10490, num timesteps 3147300, FPS 66, mean/median reward 124.0/107.0, min/max reward 36.0/329.0, entropy 1.04529, value loss 39.42553, policy loss 0.73114, distill_loss -101.01356, time 787.29400 min
Updates 10500, num timesteps 3150300, FPS 66, mean/median reward 126.2/109.0, min/max reward 36.0/293.0, entropy 1.27146, value loss 10.55237, policy loss -0.23926, distill_loss -82.71735, time 788.05147 min
Updates 10510, num timesteps 3153300, FPS 66, mean/median reward 127.3/113.0, min/max reward 36.0/293.0, entropy 1.14451, value loss 3.27203, policy loss -0.08886, distill_loss -78.66008, time 788.78579 min
Updates 10520, num timesteps 3156300, FPS 66, mean/median reward 134.7/113.0, min/max reward 36.0/293.0, entropy 1.28837, value loss 3.14731, policy loss -0.64832, distill_loss -77.35558, time 789.55138 min
Updates 10530, num timesteps 3159300, FPS 66, mean/median reward 134.8/113.0, min/max reward 36.0/293.0, entropy 1.24239, value loss 3.59378, policy loss -0.28243, distill_loss -71.77336, time 790.30361 min
Updates 10540, num timesteps 3162300, FPS 66, mean/median reward 133.6/113.0, min/max reward 36.0/293.0, entropy 1.23854, value loss 13.39120, policy loss -0.75404, distill_loss -82.20796, time 791.07763 min
Updates 10550, num timesteps 3165300, FPS 66, mean/median reward 119.6/112.0, min/max reward 54.0/270.0, entropy 1.22375, value loss 4.60669, policy loss -0.25819, distill_loss -92.71529, time 791.83599 min
Updates 10560, num timesteps 3168300, FPS 66, mean/median reward 116.9/112.0, min/max reward 11.0/270.0, entropy 1.06181, value loss 3.86768, policy loss -0.56153, distill_loss -99.73299, time 792.59582 min
Updates 10570, num timesteps 3171300, FPS 66, mean/median reward 104.9/107.0, min/max reward 11.0/270.0, entropy 1.13362, value loss 9.07522, policy loss 0.60990, distill_loss -91.28627, time 793.34594 min
Updates 10580, num timesteps 3174300, FPS 66, mean/median reward 104.9/107.0, min/max reward 11.0/270.0, entropy 1.11937, value loss 9.65679, policy loss 0.43680, distill_loss -87.98946, time 794.10225 min
Updates 10590, num timesteps 3177300, FPS 66, mean/median reward 99.5/107.0, min/max reward 11.0/270.0, entropy 1.21744, value loss 6.58749, policy loss -1.05554, distill_loss -75.08343, time 794.84881 min
Updates 10600, num timesteps 3180300, FPS 66, mean/median reward 93.6/78.0, min/max reward 11.0/270.0, entropy 1.08528, value loss 6.79504, policy loss -0.04202, distill_loss -81.71095, time 795.60529 min
Updates 10610, num timesteps 3183300, FPS 66, mean/median reward 92.1/78.0, min/max reward 14.0/270.0, entropy 1.19802, value loss 11.83241, policy loss 0.27515, distill_loss -100.26649, time 796.37656 min
Updates 10620, num timesteps 3186300, FPS 66, mean/median reward 84.3/69.0, min/max reward 14.0/270.0, entropy 0.81864, value loss 8.64481, policy loss -0.42098, distill_loss -109.65608, time 797.15878 min
Updates 10630, num timesteps 3189300, FPS 66, mean/median reward 75.1/67.0, min/max reward 14.0/184.0, entropy 0.97684, value loss 3.20993, policy loss 0.12366, distill_loss -85.37630, time 797.93449 min
Updates 10640, num timesteps 3192300, FPS 66, mean/median reward 80.1/69.0, min/max reward 14.0/236.0, entropy 0.90663, value loss 23.54929, policy loss 0.55866, distill_loss -121.34686, time 798.72753 min
Updates 10650, num timesteps 3195300, FPS 66, mean/median reward 82.9/75.0, min/max reward 16.0/236.0, entropy 0.84954, value loss 58.56369, policy loss 1.36273, distill_loss -95.13172, time 799.50256 min
Updates 10660, num timesteps 3198300, FPS 66, mean/median reward 78.1/69.0, min/max reward 16.0/236.0, entropy 0.91019, value loss 53.62519, policy loss 2.88787, distill_loss -87.18690, time 800.26690 min
Updates 10670, num timesteps 3201300, FPS 66, mean/median reward 80.4/69.0, min/max reward 16.0/236.0, entropy 1.12188, value loss 15.82011, policy loss 0.33692, distill_loss -82.46648, time 801.00856 min
Updates 10680, num timesteps 3204300, FPS 66, mean/median reward 92.5/77.0, min/max reward 16.0/251.0, entropy 1.19434, value loss 7.20061, policy loss -0.33385, distill_loss -93.31516, time 801.76516 min
Updates 10690, num timesteps 3207300, FPS 66, mean/median reward 100.3/87.0, min/max reward 16.0/251.0, entropy 1.04022, value loss 4.50503, policy loss 0.12032, distill_loss -97.51771, time 802.52185 min
Updates 10700, num timesteps 3210300, FPS 66, mean/median reward 103.6/88.0, min/max reward 16.0/251.0, entropy 1.01960, value loss 8.05283, policy loss 0.22282, distill_loss -89.65920, time 803.28811 min
Updates 10710, num timesteps 3213300, FPS 66, mean/median reward 111.0/88.0, min/max reward 34.0/265.0, entropy 1.14646, value loss 1.84234, policy loss -0.20048, distill_loss -82.64571, time 804.04486 min
Updates 10720, num timesteps 3216300, FPS 66, mean/median reward 114.5/98.0, min/max reward 34.0/265.0, entropy 1.22461, value loss 6.57398, policy loss 0.37784, distill_loss -92.85784, time 804.81004 min
Updates 10730, num timesteps 3219300, FPS 66, mean/median reward 119.6/104.0, min/max reward 37.0/265.0, entropy 1.08992, value loss 3.37921, policy loss 0.01090, distill_loss -81.40106, time 805.55930 min
Updates 10740, num timesteps 3222300, FPS 66, mean/median reward 122.9/106.0, min/max reward 37.0/265.0, entropy 1.15791, value loss 233.69484, policy loss 5.37820, distill_loss -85.90236, time 806.31044 min
Updates 10750, num timesteps 3225300, FPS 66, mean/median reward 133.3/115.0, min/max reward 37.0/265.0, entropy 1.17750, value loss 4.96247, policy loss -0.58054, distill_loss -94.25099, time 807.06451 min
Updates 10760, num timesteps 3228300, FPS 66, mean/median reward 137.4/128.0, min/max reward 54.0/265.0, entropy 1.10637, value loss 9.13401, policy loss 0.45727, distill_loss -76.18547, time 807.79921 min
Updates 10770, num timesteps 3231300, FPS 66, mean/median reward 141.6/135.0, min/max reward 57.0/265.0, entropy 1.09064, value loss 11.63093, policy loss -0.44487, distill_loss -88.89739, time 808.56296 min
Updates 10780, num timesteps 3234300, FPS 66, mean/median reward 138.0/135.0, min/max reward 57.0/244.0, entropy 1.04831, value loss 63.87265, policy loss 3.04623, distill_loss -87.45856, time 809.33359 min
Updates 10790, num timesteps 3237300, FPS 66, mean/median reward 136.0/128.0, min/max reward 57.0/244.0, entropy 1.13731, value loss 11.42532, policy loss 0.62451, distill_loss -119.39695, time 810.07117 min
Updates 10800, num timesteps 3240300, FPS 66, mean/median reward 131.5/106.0, min/max reward 51.0/244.0, entropy 1.06603, value loss 3.30153, policy loss 0.04094, distill_loss -88.11716, time 810.81717 min
Updates 10810, num timesteps 3243300, FPS 66, mean/median reward 125.3/104.0, min/max reward 51.0/244.0, entropy 1.17881, value loss 5.00583, policy loss 0.09411, distill_loss -80.46233, time 811.56656 min
Updates 10820, num timesteps 3246300, FPS 66, mean/median reward 100.2/92.0, min/max reward 30.0/244.0, entropy 0.85469, value loss 3.02288, policy loss -0.50305, distill_loss -106.99532, time 812.34677 min
Updates 10830, num timesteps 3249300, FPS 66, mean/median reward 94.2/90.0, min/max reward 30.0/191.0, entropy 1.13584, value loss 4.37555, policy loss 0.30235, distill_loss -78.59481, time 813.12290 min
Updates 10840, num timesteps 3252300, FPS 66, mean/median reward 91.5/82.0, min/max reward 30.0/191.0, entropy 1.18668, value loss 5.18965, policy loss -0.17817, distill_loss -72.46509, time 813.85789 min
Updates 10850, num timesteps 3255300, FPS 66, mean/median reward 91.5/82.0, min/max reward 30.0/191.0, entropy 1.17999, value loss 32.32825, policy loss 0.32848, distill_loss -80.38403, time 814.62326 min
Updates 10860, num timesteps 3258300, FPS 66, mean/median reward 80.6/78.0, min/max reward 16.0/134.0, entropy 1.16447, value loss 5.42268, policy loss 0.31236, distill_loss -76.60294, time 815.37185 min
Updates 10870, num timesteps 3261300, FPS 66, mean/median reward 79.7/82.0, min/max reward 16.0/134.0, entropy 0.94153, value loss 12.95487, policy loss 0.61778, distill_loss -102.32744, time 816.13554 min
Updates 10880, num timesteps 3264300, FPS 66, mean/median reward 82.4/82.0, min/max reward 16.0/173.0, entropy 0.91947, value loss 10.79619, policy loss -0.27029, distill_loss -86.48635, time 816.88885 min
Updates 10890, num timesteps 3267300, FPS 66, mean/median reward 81.2/82.0, min/max reward 16.0/173.0, entropy 0.68461, value loss 3.00691, policy loss 0.22613, distill_loss -123.83924, time 817.65027 min
Updates 10900, num timesteps 3270300, FPS 66, mean/median reward 84.0/82.0, min/max reward 16.0/211.0, entropy 0.63584, value loss 7.45150, policy loss -0.12717, distill_loss -130.50220, time 818.43004 min
Updates 10910, num timesteps 3273300, FPS 66, mean/median reward 81.8/82.0, min/max reward 16.0/211.0, entropy 0.84270, value loss 4.80850, policy loss -0.02152, distill_loss -109.32018, time 819.18538 min
Updates 10920, num timesteps 3276300, FPS 66, mean/median reward 85.7/84.0, min/max reward 16.0/211.0, entropy 0.60936, value loss 5.75856, policy loss -0.29027, distill_loss -130.38867, time 819.95355 min
Updates 10930, num timesteps 3279300, FPS 66, mean/median reward 85.7/83.0, min/max reward 16.0/211.0, entropy 0.71803, value loss 11.45022, policy loss -0.16178, distill_loss -105.93385, time 820.71019 min
Updates 10940, num timesteps 3282300, FPS 66, mean/median reward 92.2/83.0, min/max reward 16.0/214.0, entropy 0.82632, value loss 10.34276, policy loss -0.78849, distill_loss -87.91159, time 821.47490 min
Updates 10950, num timesteps 3285300, FPS 66, mean/median reward 92.9/84.0, min/max reward 16.0/214.0, entropy 0.93204, value loss 3.33816, policy loss -0.21446, distill_loss -89.32708, time 822.22584 min
Updates 10960, num timesteps 3288300, FPS 66, mean/median reward 98.0/84.0, min/max reward 16.0/214.0, entropy 1.00975, value loss 2.73144, policy loss 0.40134, distill_loss -79.81425, time 822.96327 min
Updates 10970, num timesteps 3291300, FPS 66, mean/median reward 101.2/84.0, min/max reward 20.0/214.0, entropy 0.84705, value loss 11.93784, policy loss 0.15247, distill_loss -89.81753, time 823.71047 min
Updates 10980, num timesteps 3294300, FPS 66, mean/median reward 102.1/89.0, min/max reward 20.0/214.0, entropy 0.84889, value loss 2.94981, policy loss 0.55376, distill_loss -94.21832, time 824.46246 min
Updates 10990, num timesteps 3297300, FPS 66, mean/median reward 109.7/107.0, min/max reward 23.0/214.0, entropy 1.05805, value loss 4.53641, policy loss -0.20801, distill_loss -87.50793, time 825.19238 min
Updates 11000, num timesteps 3300300, FPS 66, mean/median reward 106.0/91.0, min/max reward 18.0/214.0, entropy 0.92245, value loss 19.19338, policy loss 0.15367, distill_loss -107.68839, time 825.92831 min
Updates 11010, num timesteps 3303300, FPS 66, mean/median reward 103.6/103.0, min/max reward 18.0/212.0, entropy 0.83389, value loss 5.01728, policy loss -0.04199, distill_loss -102.93642, time 826.67033 min
