Algo: i2aEnvironment: HuntMiniPacmanNoFrameskip-v0
Updates 0, num timesteps 2560, FPS 522, mean/median reward -12.2/-20.0, min/max reward -40.0/0.0, entropy 1.60944, value loss 122.28074, policy loss -9.80785, distill_loss -0.00014, time 0.08172 min
Updates 12500, num timesteps 32002560, FPS 804, mean/median reward -0.8/2.0, min/max reward -20.0/14.0, entropy 1.05947, value loss 0.02090, policy loss 0.03400, distill_loss -0.16728, time 663.31940 min
Updates 12510, num timesteps 32028160, FPS 804, mean/median reward -0.9/2.0, min/max reward -20.0/14.0, entropy 1.08997, value loss 0.01764, policy loss -0.01149, distill_loss -0.52907, time 663.83245 min
Updates 12520, num timesteps 32053760, FPS 804, mean/median reward -0.8/2.0, min/max reward -20.0/14.0, entropy 1.04738, value loss 0.00702, policy loss 0.01887, distill_loss -0.26884, time 664.34318 min
Updates 12530, num timesteps 32079360, FPS 804, mean/median reward -0.8/2.0, min/max reward -20.0/14.0, entropy 1.09026, value loss 0.16827, policy loss -0.00249, distill_loss -0.20930, time 664.85277 min
Updates 12540, num timesteps 32104960, FPS 804, mean/median reward -0.6/2.0, min/max reward -20.0/14.0, entropy 1.08487, value loss 0.00529, policy loss -0.00117, distill_loss -0.27111, time 665.36495 min
Updates 12550, num timesteps 32130560, FPS 804, mean/median reward -0.8/2.0, min/max reward -20.0/14.0, entropy 1.06430, value loss 0.00613, policy loss -0.00237, distill_loss -0.00184, time 665.90513 min
Updates 12560, num timesteps 32156160, FPS 804, mean/median reward -1.6/2.0, min/max reward -20.0/14.0, entropy 1.09152, value loss 0.02129, policy loss 0.03008, distill_loss -0.00556, time 666.41849 min
Updates 12570, num timesteps 32181760, FPS 804, mean/median reward -1.9/2.0, min/max reward -20.0/14.0, entropy 1.10605, value loss 0.61161, policy loss -0.05421, distill_loss -0.00442, time 666.93185 min
Updates 12580, num timesteps 32207360, FPS 804, mean/median reward -1.1/2.0, min/max reward -20.0/14.0, entropy 1.08601, value loss 0.02480, policy loss 0.02860, distill_loss 0.17582, time 667.44673 min
Updates 12590, num timesteps 32232960, FPS 804, mean/median reward -1.9/2.0, min/max reward -20.0/14.0, entropy 1.07672, value loss 0.52578, policy loss -0.07278, distill_loss 0.07160, time 668.05809 min
Updates 12600, num timesteps 32258560, FPS 804, mean/median reward -1.5/2.0, min/max reward -20.0/14.0, entropy 1.10823, value loss 0.59058, policy loss 0.07884, distill_loss -0.22118, time 668.57638 min
Updates 12610, num timesteps 32284160, FPS 804, mean/median reward -1.5/2.0, min/max reward -20.0/14.0, entropy 1.10097, value loss 1.05043, policy loss -0.05864, distill_loss 0.21365, time 669.08986 min
Updates 12620, num timesteps 32309760, FPS 804, mean/median reward -1.1/2.0, min/max reward -20.0/14.0, entropy 1.08870, value loss 0.02362, policy loss 0.01258, distill_loss -0.19057, time 669.61753 min
Updates 12630, num timesteps 32335360, FPS 804, mean/median reward -1.3/2.0, min/max reward -20.0/14.0, entropy 1.13353, value loss 0.00315, policy loss -0.00695, distill_loss -0.44575, time 670.12782 min
Updates 12640, num timesteps 32360960, FPS 804, mean/median reward -1.5/2.0, min/max reward -20.0/14.0, entropy 1.10224, value loss 0.00373, policy loss 0.00021, distill_loss -0.34608, time 670.75649 min
Updates 12650, num timesteps 32386560, FPS 804, mean/median reward -1.6/2.0, min/max reward -20.0/14.0, entropy 1.04829, value loss 0.00668, policy loss 0.00115, distill_loss -0.22663, time 671.26689 min
Updates 12660, num timesteps 32412160, FPS 804, mean/median reward -1.6/2.0, min/max reward -20.0/14.0, entropy 1.07405, value loss 0.42712, policy loss 0.04683, distill_loss 0.11126, time 671.77792 min
Updates 12670, num timesteps 32437760, FPS 804, mean/median reward -1.5/2.0, min/max reward -20.0/14.0, entropy 1.12705, value loss 0.00827, policy loss -0.00008, distill_loss -0.28826, time 672.29582 min
Updates 12680, num timesteps 32463360, FPS 804, mean/median reward -1.6/2.0, min/max reward -20.0/14.0, entropy 1.06401, value loss 0.00501, policy loss 0.00703, distill_loss -0.47446, time 672.80676 min
Updates 12690, num timesteps 32488960, FPS 804, mean/median reward -0.7/2.0, min/max reward -20.0/14.0, entropy 1.09089, value loss 0.09852, policy loss 0.00824, distill_loss -0.17425, time 673.34004 min
Updates 12700, num timesteps 32514560, FPS 804, mean/median reward -0.9/2.0, min/max reward -20.0/14.0, entropy 1.08661, value loss 0.00747, policy loss -0.00810, distill_loss -0.40172, time 673.92972 min
Updates 12710, num timesteps 32540160, FPS 804, mean/median reward -1.1/2.0, min/max reward -20.0/14.0, entropy 1.09670, value loss 0.01256, policy loss 0.03192, distill_loss -0.40866, time 674.44852 min
Updates 12720, num timesteps 32565760, FPS 804, mean/median reward -1.1/2.0, min/max reward -20.0/14.0, entropy 1.10821, value loss 1.06525, policy loss -0.14004, distill_loss -0.26035, time 674.96088 min
Updates 12730, num timesteps 32591360, FPS 804, mean/median reward -1.5/2.0, min/max reward -20.0/14.0, entropy 1.08185, value loss 0.01210, policy loss 0.02144, distill_loss -0.34572, time 675.53057 min
Updates 12740, num timesteps 32616960, FPS 804, mean/median reward -1.4/2.0, min/max reward -20.0/14.0, entropy 1.09659, value loss 0.01865, policy loss 0.03881, distill_loss -0.22382, time 676.04991 min
Updates 12750, num timesteps 32642560, FPS 804, mean/median reward -1.4/2.0, min/max reward -20.0/14.0, entropy 1.05832, value loss 0.00963, policy loss 0.00772, distill_loss -0.23306, time 676.57044 min
Updates 12760, num timesteps 32668160, FPS 804, mean/median reward -1.2/2.0, min/max reward -20.0/14.0, entropy 1.08615, value loss 0.00994, policy loss 0.00360, distill_loss -0.08342, time 677.08511 min
Updates 12770, num timesteps 32693760, FPS 804, mean/median reward -1.4/2.0, min/max reward -20.0/14.0, entropy 1.05089, value loss 0.00642, policy loss 0.00675, distill_loss -0.03008, time 677.59928 min
Updates 12780, num timesteps 32719360, FPS 804, mean/median reward -1.5/2.0, min/max reward -20.0/14.0, entropy 1.07810, value loss 0.00771, policy loss 0.00556, distill_loss -0.52470, time 678.11932 min
Updates 12790, num timesteps 32744960, FPS 804, mean/median reward -1.2/2.0, min/max reward -20.0/14.0, entropy 1.04688, value loss 0.01470, policy loss 0.01723, distill_loss -0.30802, time 678.63337 min
Updates 12800, num timesteps 32770560, FPS 804, mean/median reward -1.3/2.0, min/max reward -20.0/14.0, entropy 1.07202, value loss 0.00076, policy loss -0.00927, distill_loss -0.36377, time 679.19215 min
Updates 12810, num timesteps 32796160, FPS 804, mean/median reward -1.0/2.0, min/max reward -20.0/14.0, entropy 1.03973, value loss 0.01118, policy loss 0.00669, distill_loss -0.47546, time 679.70654 min
Updates 12820, num timesteps 32821760, FPS 804, mean/median reward -1.4/2.0, min/max reward -20.0/14.0, entropy 1.02765, value loss 0.00806, policy loss -0.01022, distill_loss 0.15096, time 680.21394 min
Updates 12830, num timesteps 32847360, FPS 804, mean/median reward -1.0/2.0, min/max reward -20.0/14.0, entropy 1.05261, value loss 0.00053, policy loss -0.00175, distill_loss 0.27258, time 680.71977 min
Updates 12840, num timesteps 32872960, FPS 804, mean/median reward -1.5/2.0, min/max reward -20.0/14.0, entropy 1.06683, value loss 0.00251, policy loss -0.00131, distill_loss -0.25006, time 681.23278 min
Updates 12850, num timesteps 32898560, FPS 804, mean/median reward -1.0/2.0, min/max reward -20.0/14.0, entropy 1.06636, value loss 0.00740, policy loss -0.00490, distill_loss -0.31889, time 681.78886 min
Updates 12860, num timesteps 32924160, FPS 804, mean/median reward -0.9/2.0, min/max reward -20.0/14.0, entropy 1.11053, value loss 3.68151, policy loss -0.15783, distill_loss -0.67964, time 682.30569 min
Updates 12870, num timesteps 32949760, FPS 804, mean/median reward -0.6/2.0, min/max reward -20.0/14.0, entropy 1.11241, value loss 0.01074, policy loss 0.01915, distill_loss -0.42608, time 682.81670 min
Updates 12880, num timesteps 32975360, FPS 804, mean/median reward -0.1/2.0, min/max reward -20.0/14.0, entropy 1.09416, value loss 0.32368, policy loss -0.06225, distill_loss -0.19946, time 683.32702 min
Updates 12890, num timesteps 33000960, FPS 804, mean/median reward 0.1/2.0, min/max reward -20.0/14.0, entropy 1.07791, value loss 0.03582, policy loss 0.05240, distill_loss -0.26364, time 683.83778 min
Updates 12900, num timesteps 33026560, FPS 804, mean/median reward -0.1/2.0, min/max reward -20.0/14.0, entropy 1.10363, value loss 0.02074, policy loss 0.02940, distill_loss -0.01252, time 684.37308 min
Updates 12910, num timesteps 33052160, FPS 804, mean/median reward -0.5/2.0, min/max reward -20.0/14.0, entropy 1.07616, value loss 2.74256, policy loss -0.16284, distill_loss -0.38405, time 684.88883 min
Updates 12920, num timesteps 33077760, FPS 804, mean/median reward -0.5/2.0, min/max reward -20.0/14.0, entropy 1.11126, value loss 0.00818, policy loss 0.01005, distill_loss -0.18499, time 685.40203 min
Updates 12930, num timesteps 33103360, FPS 804, mean/median reward -0.7/2.0, min/max reward -20.0/14.0, entropy 1.07229, value loss 0.01116, policy loss 0.01034, distill_loss 0.08459, time 685.93323 min
Updates 12940, num timesteps 33128960, FPS 804, mean/median reward -1.1/2.0, min/max reward -20.0/14.0, entropy 1.11674, value loss 0.01237, policy loss 0.02035, distill_loss -0.33698, time 686.44348 min
Updates 12950, num timesteps 33154560, FPS 804, mean/median reward -1.0/2.0, min/max reward -20.0/14.0, entropy 1.06538, value loss 1.79507, policy loss -0.05474, distill_loss -0.07863, time 687.02464 min
Updates 12960, num timesteps 33180160, FPS 804, mean/median reward -0.9/2.0, min/max reward -20.0/14.0, entropy 1.08909, value loss 0.01641, policy loss 0.02689, distill_loss -0.23198, time 687.55037 min
Updates 12970, num timesteps 33205760, FPS 804, mean/median reward -0.9/2.0, min/max reward -20.0/14.0, entropy 1.12443, value loss 2.15316, policy loss -0.09125, distill_loss 0.01399, time 688.06168 min
Updates 12980, num timesteps 33231360, FPS 804, mean/median reward -0.8/2.0, min/max reward -20.0/14.0, entropy 1.10430, value loss 0.27842, policy loss 0.04015, distill_loss 0.16729, time 688.56850 min
Updates 12990, num timesteps 33256960, FPS 804, mean/median reward -0.2/2.0, min/max reward -20.0/14.0, entropy 1.12815, value loss 0.00301, policy loss 0.00176, distill_loss -0.00995, time 689.08116 min
Updates 13000, num timesteps 33282560, FPS 804, mean/median reward -0.6/2.0, min/max reward -20.0/14.0, entropy 1.10716, value loss 2.45406, policy loss -0.12517, distill_loss -0.00771, time 689.61478 min
Updates 13010, num timesteps 33308160, FPS 804, mean/median reward 0.4/2.0, min/max reward -20.0/14.0, entropy 1.12285, value loss 0.58780, policy loss 0.06867, distill_loss 0.04569, time 690.12790 min
Updates 13020, num timesteps 33333760, FPS 804, mean/median reward -0.1/2.0, min/max reward -20.0/14.0, entropy 1.04990, value loss 0.05089, policy loss 0.01163, distill_loss 0.28552, time 690.63961 min
Updates 13030, num timesteps 33359360, FPS 804, mean/median reward -0.1/2.0, min/max reward -20.0/14.0, entropy 1.12045, value loss 1.46143, policy loss 0.03421, distill_loss -0.01649, time 691.21176 min
Updates 13040, num timesteps 33384960, FPS 804, mean/median reward -0.1/2.0, min/max reward -20.0/14.0, entropy 1.07723, value loss 0.47076, policy loss -0.05532, distill_loss -0.05628, time 691.72458 min
Updates 13050, num timesteps 33410560, FPS 804, mean/median reward -0.0/2.0, min/max reward -20.0/14.0, entropy 1.11090, value loss 0.01512, policy loss -0.00053, distill_loss -0.05769, time 692.27427 min
Updates 13060, num timesteps 33436160, FPS 804, mean/median reward -0.2/2.0, min/max reward -20.0/14.0, entropy 1.06002, value loss 0.49088, policy loss 0.06213, distill_loss -0.26740, time 692.78882 min
Updates 13070, num timesteps 33461760, FPS 804, mean/median reward -0.5/2.0, min/max reward -20.0/14.0, entropy 1.08632, value loss 0.01730, policy loss 0.01170, distill_loss -0.20291, time 693.29481 min
Updates 13080, num timesteps 33487360, FPS 804, mean/median reward -0.8/2.0, min/max reward -20.0/14.0, entropy 1.08195, value loss 2.07226, policy loss -0.17354, distill_loss -0.07410, time 693.80833 min
Updates 13090, num timesteps 33512960, FPS 804, mean/median reward -1.4/2.0, min/max reward -20.0/14.0, entropy 1.05808, value loss 0.01006, policy loss 0.01352, distill_loss 0.09611, time 694.32035 min
Updates 13100, num timesteps 33538560, FPS 804, mean/median reward -1.1/2.0, min/max reward -20.0/14.0, entropy 1.06159, value loss 0.00538, policy loss 0.00816, distill_loss -0.09355, time 694.82789 min
Updates 13110, num timesteps 33564160, FPS 804, mean/median reward -0.9/2.0, min/max reward -20.0/14.0, entropy 1.08283, value loss 0.49542, policy loss 0.05789, distill_loss -0.27583, time 695.33857 min
Updates 13120, num timesteps 33589760, FPS 804, mean/median reward -0.6/2.0, min/max reward -20.0/14.0, entropy 1.06067, value loss 0.00307, policy loss 0.00053, distill_loss -0.05040, time 695.84852 min
Updates 13130, num timesteps 33615360, FPS 804, mean/median reward -1.1/2.0, min/max reward -20.0/14.0, entropy 1.07584, value loss 0.00123, policy loss 0.00064, distill_loss -0.03930, time 696.35636 min
Updates 13140, num timesteps 33640960, FPS 804, mean/median reward -1.4/2.0, min/max reward -20.0/14.0, entropy 1.12780, value loss 0.47821, policy loss 0.00997, distill_loss -0.58356, time 696.86545 min
Updates 13150, num timesteps 33666560, FPS 804, mean/median reward -1.2/2.0, min/max reward -20.0/14.0, entropy 1.09265, value loss 0.00996, policy loss 0.01965, distill_loss -0.29007, time 697.39950 min
Updates 13160, num timesteps 33692160, FPS 804, mean/median reward -1.7/2.0, min/max reward -20.0/14.0, entropy 1.09787, value loss 0.01061, policy loss 0.01207, distill_loss -0.39666, time 697.91449 min
Updates 13170, num timesteps 33717760, FPS 804, mean/median reward -1.5/2.0, min/max reward -20.0/14.0, entropy 1.09249, value loss 0.27011, policy loss 0.02561, distill_loss -0.36881, time 698.49480 min
Updates 13180, num timesteps 33743360, FPS 804, mean/median reward -1.8/2.0, min/max reward -20.0/14.0, entropy 1.11089, value loss 0.76234, policy loss -0.04796, distill_loss -0.32108, time 699.00631 min
Updates 13190, num timesteps 33768960, FPS 804, mean/median reward -1.3/2.0, min/max reward -20.0/14.0, entropy 1.05426, value loss 0.01226, policy loss 0.01161, distill_loss -0.06961, time 699.51998 min
Updates 13200, num timesteps 33794560, FPS 804, mean/median reward -1.0/2.0, min/max reward -20.0/14.0, entropy 1.05994, value loss 2.54442, policy loss -0.14689, distill_loss 0.03487, time 700.07741 min
Updates 13210, num timesteps 33820160, FPS 804, mean/median reward -0.6/2.0, min/max reward -20.0/14.0, entropy 1.08320, value loss 0.09919, policy loss 0.01721, distill_loss -0.39511, time 700.59117 min
Updates 13220, num timesteps 33845760, FPS 804, mean/median reward -0.7/2.0, min/max reward -20.0/14.0, entropy 1.09107, value loss 0.00434, policy loss -0.00003, distill_loss -0.66389, time 701.10785 min
Updates 13230, num timesteps 33871360, FPS 804, mean/median reward -0.8/2.0, min/max reward -20.0/14.0, entropy 1.07876, value loss 0.00360, policy loss -0.00405, distill_loss -0.42319, time 701.61817 min
Updates 13240, num timesteps 33896960, FPS 804, mean/median reward -0.7/2.0, min/max reward -20.0/14.0, entropy 1.08880, value loss 0.00190, policy loss 0.00874, distill_loss -0.39149, time 702.13263 min
Updates 13250, num timesteps 33922560, FPS 804, mean/median reward -1.1/2.0, min/max reward -20.0/14.0, entropy 1.09685, value loss 0.00299, policy loss 0.00522, distill_loss -0.63759, time 702.68873 min
Updates 13260, num timesteps 33948160, FPS 804, mean/median reward -1.4/2.0, min/max reward -20.0/14.0, entropy 1.08646, value loss 0.01620, policy loss 0.02790, distill_loss -0.43589, time 703.20081 min
Updates 13270, num timesteps 33973760, FPS 804, mean/median reward -1.7/2.0, min/max reward -20.0/14.0, entropy 1.09399, value loss 0.41879, policy loss -0.02398, distill_loss -0.73225, time 703.78575 min
Updates 13280, num timesteps 33999360, FPS 804, mean/median reward -1.5/2.0, min/max reward -20.0/14.0, entropy 1.11207, value loss 0.59506, policy loss -0.04807, distill_loss -0.38460, time 704.29517 min
Updates 13290, num timesteps 34024960, FPS 804, mean/median reward -1.4/2.0, min/max reward -20.0/14.0, entropy 1.11305, value loss 0.04235, policy loss 0.01792, distill_loss -0.67230, time 704.80501 min
Updates 13300, num timesteps 34050560, FPS 804, mean/median reward -1.4/2.0, min/max reward -20.0/14.0, entropy 1.10491, value loss 0.67039, policy loss 0.06480, distill_loss -0.49446, time 705.31523 min
Updates 13310, num timesteps 34076160, FPS 804, mean/median reward -1.8/2.0, min/max reward -20.0/14.0, entropy 1.14258, value loss 0.65495, policy loss 0.08320, distill_loss -0.60281, time 705.82718 min
Updates 13320, num timesteps 34101760, FPS 804, mean/median reward -1.5/2.0, min/max reward -20.0/14.0, entropy 1.08612, value loss 0.01290, policy loss 0.01874, distill_loss -0.75145, time 706.33726 min
