command line args: main.py --algo i2a --env MsPacmanNoFrameskip-v0 --num-processes 64 --port 5555 --log-dir /tmp/gym/MsPacman_sSSM --num-steps 10 --entropy-coef 0.01 --distill-coef 10 --num-stack 4 --num-frames 300000000 --train-on-200x160-pixel --latent-space-model sSSM
Updates 0, num timesteps 640, FPS 30, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.19722, value loss 0.00444, policy loss 0.01705, distill_loss 0.00080, time 0.34983 min
Updates 14800, num timesteps 9472640, FPS 66, mean/median reward 16.2/9.0, min/max reward 0.0/59.0, entropy 1.92376, value loss 0.37108, policy loss 0.25211, distill_loss -13.30599, time 2362.46726 min
Updates 14810, num timesteps 9479040, FPS 66, mean/median reward 15.3/8.0, min/max reward 0.0/78.0, entropy 1.88551, value loss 0.14677, policy loss -0.01172, distill_loss -18.56828, time 2363.56973 min
Updates 14820, num timesteps 9485440, FPS 66, mean/median reward 17.4/9.0, min/max reward 0.0/78.0, entropy 1.86847, value loss 0.10797, policy loss -0.12576, distill_loss -20.23473, time 2364.67495 min
Updates 14830, num timesteps 9491840, FPS 66, mean/median reward 18.7/10.0, min/max reward 0.0/78.0, entropy 1.80924, value loss 0.13671, policy loss 0.01859, distill_loss -20.28890, time 2365.79268 min
Updates 14840, num timesteps 9498240, FPS 66, mean/median reward 21.7/12.0, min/max reward 0.0/87.0, entropy 1.85745, value loss 0.13363, policy loss -0.00513, distill_loss -18.91928, time 2366.91815 min
Updates 14850, num timesteps 9504640, FPS 66, mean/median reward 25.0/17.0, min/max reward 0.0/87.0, entropy 1.88975, value loss 0.09898, policy loss -0.04722, distill_loss -15.78081, time 2368.03478 min
Updates 14860, num timesteps 9511040, FPS 66, mean/median reward 24.7/17.0, min/max reward 0.0/87.0, entropy 1.96480, value loss 0.38929, policy loss 0.14891, distill_loss -12.82120, time 2369.14148 min
Updates 14870, num timesteps 9517440, FPS 66, mean/median reward 23.9/17.0, min/max reward 0.0/87.0, entropy 1.86860, value loss 0.12173, policy loss -0.05860, distill_loss -19.32981, time 2370.26181 min
Updates 14880, num timesteps 9523840, FPS 66, mean/median reward 22.1/14.0, min/max reward 0.0/87.0, entropy 1.95000, value loss 0.08825, policy loss -0.03536, distill_loss -15.98615, time 2371.39898 min
Updates 14890, num timesteps 9530240, FPS 66, mean/median reward 21.2/14.0, min/max reward 0.0/87.0, entropy 2.04426, value loss 0.06513, policy loss 0.00342, distill_loss -10.23730, time 2372.53452 min
Updates 14900, num timesteps 9536640, FPS 66, mean/median reward 19.5/13.0, min/max reward 0.0/87.0, entropy 2.10295, value loss 0.05000, policy loss -0.01711, distill_loss -6.48933, time 2373.66802 min
Updates 14910, num timesteps 9543040, FPS 66, mean/median reward 18.4/13.0, min/max reward 0.0/87.0, entropy 2.05045, value loss 0.06329, policy loss -0.02182, distill_loss -8.93861, time 2374.77316 min
Updates 14920, num timesteps 9549440, FPS 66, mean/median reward 17.6/12.0, min/max reward 0.0/78.0, entropy 2.06238, value loss 0.05889, policy loss 0.04657, distill_loss -9.13107, time 2375.91882 min
Updates 14930, num timesteps 9555840, FPS 67, mean/median reward 14.4/11.0, min/max reward 0.0/69.0, entropy 1.37736, value loss 0.22482, policy loss -0.11191, distill_loss -53.19316, time 2377.07199 min
Updates 14940, num timesteps 9562240, FPS 67, mean/median reward 16.2/11.0, min/max reward 0.0/69.0, entropy 1.94698, value loss 0.17690, policy loss -0.11883, distill_loss -17.10629, time 2378.18353 min
Updates 14950, num timesteps 9568640, FPS 67, mean/median reward 17.4/11.0, min/max reward 0.0/71.0, entropy 2.04938, value loss 0.05813, policy loss -0.04858, distill_loss -10.00417, time 2379.32695 min
Updates 14960, num timesteps 9575040, FPS 67, mean/median reward 18.2/13.0, min/max reward 0.0/71.0, entropy 2.01980, value loss 0.05010, policy loss -0.01307, distill_loss -11.03014, time 2380.47986 min
Updates 14970, num timesteps 9581440, FPS 67, mean/median reward 17.7/11.0, min/max reward 0.0/71.0, entropy 2.04614, value loss 0.37423, policy loss 0.11620, distill_loss -7.18522, time 2381.59919 min
Updates 14980, num timesteps 9587840, FPS 67, mean/median reward 16.5/11.0, min/max reward 0.0/71.0, entropy 1.95852, value loss 0.21835, policy loss 0.03100, distill_loss -15.20202, time 2382.76098 min
Updates 14990, num timesteps 9594240, FPS 67, mean/median reward 15.5/11.0, min/max reward 0.0/71.0, entropy 1.95378, value loss 0.06778, policy loss -0.05810, distill_loss -16.55783, time 2383.92905 min
Updates 15000, num timesteps 9600640, FPS 67, mean/median reward 15.4/11.0, min/max reward 0.0/71.0, entropy 1.86136, value loss 0.09176, policy loss -0.00419, distill_loss -18.77720, time 2385.04349 min
Updates 15010, num timesteps 9607040, FPS 67, mean/median reward 15.8/11.0, min/max reward 0.0/71.0, entropy 1.90561, value loss 0.07663, policy loss 0.09122, distill_loss -16.72374, time 2386.14786 min
Updates 15020, num timesteps 9613440, FPS 67, mean/median reward 15.6/11.0, min/max reward 0.0/71.0, entropy 1.80802, value loss 0.13159, policy loss -0.14784, distill_loss -17.61679, time 2387.24467 min
Updates 15030, num timesteps 9619840, FPS 67, mean/median reward 15.1/11.0, min/max reward 0.0/66.0, entropy 1.89675, value loss 0.10569, policy loss 0.01295, distill_loss -15.16013, time 2388.39334 min
Updates 15040, num timesteps 9626240, FPS 67, mean/median reward 14.5/11.0, min/max reward 0.0/66.0, entropy 1.90187, value loss 0.11472, policy loss -0.03864, distill_loss -15.56261, time 2389.50758 min
Updates 15050, num timesteps 9632640, FPS 67, mean/median reward 14.4/10.0, min/max reward 0.0/66.0, entropy 1.86387, value loss 0.20784, policy loss -0.25581, distill_loss -16.01987, time 2390.63503 min
Updates 15060, num timesteps 9639040, FPS 67, mean/median reward 13.2/9.0, min/max reward 0.0/59.0, entropy 1.92847, value loss 0.07821, policy loss -0.06138, distill_loss -15.11474, time 2391.76477 min
Updates 15070, num timesteps 9645440, FPS 67, mean/median reward 13.1/11.0, min/max reward 0.0/32.0, entropy 1.87509, value loss 0.40665, policy loss 0.14190, distill_loss -15.84958, time 2392.87058 min
Updates 15080, num timesteps 9651840, FPS 67, mean/median reward 14.4/11.0, min/max reward 0.0/61.0, entropy 1.78324, value loss 0.07856, policy loss -0.03393, distill_loss -22.65950, time 2394.00805 min
Updates 15090, num timesteps 9658240, FPS 67, mean/median reward 14.9/13.0, min/max reward 0.0/61.0, entropy 1.75526, value loss 0.13910, policy loss 0.03691, distill_loss -20.42237, time 2395.12156 min
Updates 15100, num timesteps 9664640, FPS 67, mean/median reward 16.2/13.0, min/max reward 0.0/70.0, entropy 1.81634, value loss 0.16996, policy loss 0.09614, distill_loss -18.08661, time 2396.29679 min
Updates 15110, num timesteps 9671040, FPS 67, mean/median reward 15.8/13.0, min/max reward 0.0/70.0, entropy 1.84559, value loss 0.12655, policy loss -0.01171, distill_loss -14.80742, time 2397.40428 min
Updates 15120, num timesteps 9677440, FPS 67, mean/median reward 15.0/13.0, min/max reward 0.0/70.0, entropy 1.76150, value loss 0.15685, policy loss -0.08043, distill_loss -20.52213, time 2398.50833 min
Updates 15130, num timesteps 9683840, FPS 67, mean/median reward 15.3/13.0, min/max reward 0.0/70.0, entropy 1.85141, value loss 0.12979, policy loss 0.01668, distill_loss -14.46068, time 2399.64511 min
Updates 15140, num timesteps 9690240, FPS 67, mean/median reward 16.1/13.0, min/max reward 0.0/70.0, entropy 1.82554, value loss 0.10472, policy loss -0.10127, distill_loss -14.75419, time 2400.76100 min
Updates 15150, num timesteps 9696640, FPS 67, mean/median reward 17.1/15.0, min/max reward 0.0/73.0, entropy 1.74760, value loss 0.18385, policy loss -0.00035, distill_loss -23.21540, time 2401.85626 min
Updates 15160, num timesteps 9703040, FPS 67, mean/median reward 16.4/15.0, min/max reward 0.0/73.0, entropy 1.89229, value loss 0.24311, policy loss 0.04422, distill_loss -15.95140, time 2402.96344 min
Updates 15170, num timesteps 9709440, FPS 67, mean/median reward 18.1/15.0, min/max reward 0.0/85.0, entropy 1.91166, value loss 0.11831, policy loss 0.02428, distill_loss -13.68763, time 2404.06084 min
Updates 15180, num timesteps 9715840, FPS 67, mean/median reward 18.0/15.0, min/max reward 0.0/85.0, entropy 1.86732, value loss 0.16372, policy loss 0.08957, distill_loss -14.79597, time 2405.16595 min
Updates 15190, num timesteps 9722240, FPS 67, mean/median reward 18.3/16.0, min/max reward 0.0/85.0, entropy 1.82255, value loss 0.14353, policy loss 0.09453, distill_loss -19.42143, time 2406.28259 min
Updates 15200, num timesteps 9728640, FPS 67, mean/median reward 19.1/16.0, min/max reward 0.0/85.0, entropy 1.86279, value loss 0.21807, policy loss 0.06244, distill_loss -17.01444, time 2407.39370 min
Updates 15210, num timesteps 9735040, FPS 67, mean/median reward 18.6/16.0, min/max reward 0.0/85.0, entropy 1.83668, value loss 0.09615, policy loss -0.00320, distill_loss -17.39240, time 2408.49615 min
Updates 15220, num timesteps 9741440, FPS 67, mean/median reward 16.4/13.0, min/max reward 0.0/85.0, entropy 1.90123, value loss 0.07429, policy loss 0.02016, distill_loss -15.39558, time 2409.59260 min
Updates 15230, num timesteps 9747840, FPS 67, mean/median reward 17.0/14.0, min/max reward 0.0/50.0, entropy 1.87829, value loss 0.10812, policy loss 0.02817, distill_loss -20.22294, time 2410.70583 min
Updates 15240, num timesteps 9754240, FPS 67, mean/median reward 18.1/16.0, min/max reward 0.0/61.0, entropy 1.92483, value loss 0.14107, policy loss -0.01265, distill_loss -14.99036, time 2411.81580 min
Updates 15250, num timesteps 9760640, FPS 67, mean/median reward 18.0/16.0, min/max reward 0.0/61.0, entropy 1.94614, value loss 0.07440, policy loss 0.00429, distill_loss -14.15698, time 2412.91934 min
Updates 15260, num timesteps 9767040, FPS 67, mean/median reward 17.4/15.0, min/max reward 0.0/61.0, entropy 1.80345, value loss 0.33117, policy loss 0.12419, distill_loss -10.76225, time 2414.01878 min
Updates 15270, num timesteps 9773440, FPS 67, mean/median reward 16.5/14.0, min/max reward 0.0/61.0, entropy 1.73263, value loss 0.34178, policy loss 0.08195, distill_loss -6.18426, time 2415.12345 min
Updates 15280, num timesteps 9779840, FPS 67, mean/median reward 17.1/14.0, min/max reward 0.0/61.0, entropy 2.00654, value loss 0.43380, policy loss 0.16292, distill_loss -7.81340, time 2416.23392 min
Updates 15290, num timesteps 9786240, FPS 67, mean/median reward 18.3/15.0, min/max reward 0.0/61.0, entropy 1.87779, value loss 0.16635, policy loss 0.05952, distill_loss -17.08217, time 2417.36275 min
Updates 15300, num timesteps 9792640, FPS 67, mean/median reward 18.0/15.0, min/max reward 0.0/61.0, entropy 1.74104, value loss 0.14612, policy loss -0.02787, distill_loss -20.54122, time 2418.53779 min
Updates 15310, num timesteps 9799040, FPS 67, mean/median reward 16.6/15.0, min/max reward 0.0/50.0, entropy 1.55075, value loss 0.16489, policy loss -0.12141, distill_loss -29.61746, time 2419.69757 min
Updates 15320, num timesteps 9805440, FPS 67, mean/median reward 16.2/14.0, min/max reward 0.0/50.0, entropy 1.70331, value loss 0.32784, policy loss -0.13390, distill_loss -22.73451, time 2420.83844 min
Updates 15330, num timesteps 9811840, FPS 67, mean/median reward 15.8/14.0, min/max reward 0.0/45.0, entropy 1.81388, value loss 0.08562, policy loss -0.03414, distill_loss -16.69340, time 2421.95001 min
Updates 15340, num timesteps 9818240, FPS 67, mean/median reward 16.2/15.0, min/max reward 0.0/45.0, entropy 1.76898, value loss 0.13644, policy loss -0.11745, distill_loss -20.89617, time 2423.12758 min
Updates 15350, num timesteps 9824640, FPS 67, mean/median reward 15.0/15.0, min/max reward 0.0/40.0, entropy 1.77369, value loss 0.50377, policy loss 0.17623, distill_loss -19.97272, time 2424.26046 min
Updates 15360, num timesteps 9831040, FPS 67, mean/median reward 14.4/14.0, min/max reward 0.0/40.0, entropy 1.77268, value loss 0.11103, policy loss -0.18192, distill_loss -20.15570, time 2425.35256 min
Updates 15370, num timesteps 9837440, FPS 67, mean/median reward 14.5/14.0, min/max reward 0.0/40.0, entropy 1.82984, value loss 0.12274, policy loss 0.08765, distill_loss -16.33824, time 2426.45133 min
Updates 15380, num timesteps 9843840, FPS 67, mean/median reward 14.1/12.0, min/max reward 0.0/40.0, entropy 1.73020, value loss 0.12562, policy loss 0.01236, distill_loss -19.46847, time 2427.56087 min
Updates 15390, num timesteps 9850240, FPS 67, mean/median reward 15.2/12.0, min/max reward 0.0/47.0, entropy 1.76455, value loss 0.11634, policy loss -0.05341, distill_loss -17.50780, time 2428.67454 min
Updates 15400, num timesteps 9856640, FPS 67, mean/median reward 17.6/14.0, min/max reward 0.0/62.0, entropy 1.83652, value loss 0.35456, policy loss 0.13678, distill_loss -16.96445, time 2429.78315 min
Updates 15410, num timesteps 9863040, FPS 67, mean/median reward 18.8/15.0, min/max reward 0.0/62.0, entropy 1.92718, value loss 0.09194, policy loss -0.01875, distill_loss -14.83362, time 2430.87997 min
Updates 15420, num timesteps 9869440, FPS 67, mean/median reward 20.0/17.0, min/max reward 1.0/70.0, entropy 1.88455, value loss 0.08862, policy loss -0.05842, distill_loss -16.15191, time 2431.98012 min
Updates 15430, num timesteps 9875840, FPS 67, mean/median reward 20.9/17.0, min/max reward 1.0/70.0, entropy 1.63889, value loss 0.30373, policy loss -0.00582, distill_loss -23.30989, time 2433.08560 min
Updates 15440, num timesteps 9882240, FPS 67, mean/median reward 19.6/16.0, min/max reward 1.0/70.0, entropy 1.81679, value loss 0.17792, policy loss -0.01373, distill_loss -17.69033, time 2434.21652 min
Updates 15450, num timesteps 9888640, FPS 67, mean/median reward 20.2/18.0, min/max reward 1.0/70.0, entropy 1.85102, value loss 0.15789, policy loss -0.09027, distill_loss -12.77629, time 2435.32397 min
Updates 15460, num timesteps 9895040, FPS 67, mean/median reward 18.9/14.0, min/max reward 1.0/70.0, entropy 1.64678, value loss 0.18444, policy loss 0.01372, distill_loss -16.93360, time 2436.45492 min
Updates 15470, num timesteps 9901440, FPS 67, mean/median reward 18.7/15.0, min/max reward 1.0/70.0, entropy 1.90497, value loss 0.14057, policy loss 0.13037, distill_loss -13.96774, time 2437.57526 min
Updates 15480, num timesteps 9907840, FPS 67, mean/median reward 17.2/14.0, min/max reward 1.0/63.0, entropy 1.64266, value loss 0.18162, policy loss -0.03892, distill_loss -22.55770, time 2438.68073 min
Updates 15490, num timesteps 9914240, FPS 67, mean/median reward 17.8/15.0, min/max reward 1.0/63.0, entropy 1.56023, value loss 0.16700, policy loss -0.04381, distill_loss -21.17865, time 2439.80946 min
Updates 15500, num timesteps 9920640, FPS 67, mean/median reward 18.5/15.0, min/max reward 1.0/63.0, entropy 1.65493, value loss 0.13953, policy loss -0.07377, distill_loss -15.19546, time 2440.93729 min
Updates 15510, num timesteps 9927040, FPS 67, mean/median reward 18.8/15.0, min/max reward 0.0/66.0, entropy 1.85013, value loss 0.11798, policy loss -0.06252, distill_loss -13.26712, time 2442.06784 min
Updates 15520, num timesteps 9933440, FPS 67, mean/median reward 19.0/17.0, min/max reward 0.0/66.0, entropy 1.91204, value loss 0.12575, policy loss 0.06975, distill_loss -12.95343, time 2443.22639 min
Updates 15530, num timesteps 9939840, FPS 67, mean/median reward 18.7/18.0, min/max reward 0.0/66.0, entropy 1.20164, value loss 0.26886, policy loss -0.13485, distill_loss -59.11707, time 2444.41771 min
Updates 15540, num timesteps 9946240, FPS 67, mean/median reward 18.4/17.0, min/max reward 0.0/66.0, entropy 1.68965, value loss 0.08408, policy loss -0.02864, distill_loss -15.81907, time 2445.59042 min
Updates 15550, num timesteps 9952640, FPS 67, mean/median reward 17.9/15.0, min/max reward 0.0/66.0, entropy 1.61545, value loss 0.26596, policy loss 0.14117, distill_loss -19.18109, time 2446.71141 min
Updates 15560, num timesteps 9959040, FPS 67, mean/median reward 16.1/14.0, min/max reward 0.0/63.0, entropy 1.56691, value loss 0.13898, policy loss -0.00395, distill_loss -20.59090, time 2447.85510 min
Updates 15570, num timesteps 9965440, FPS 67, mean/median reward 14.8/12.0, min/max reward 0.0/54.0, entropy 1.70972, value loss 0.10410, policy loss -0.09834, distill_loss -18.75356, time 2449.01846 min
Updates 15580, num timesteps 9971840, FPS 67, mean/median reward 15.2/12.0, min/max reward 0.0/54.0, entropy 1.77226, value loss 0.15720, policy loss 0.02364, distill_loss -20.09566, time 2450.12392 min
Updates 15590, num timesteps 9978240, FPS 67, mean/median reward 16.7/14.0, min/max reward 0.0/67.0, entropy 1.78869, value loss 0.09845, policy loss 0.03512, distill_loss -16.19883, time 2451.29554 min
Updates 15600, num timesteps 9984640, FPS 67, mean/median reward 19.2/15.0, min/max reward 0.0/78.0, entropy 1.71230, value loss 0.19567, policy loss 0.09343, distill_loss -21.80091, time 2452.44486 min
Updates 15610, num timesteps 9991040, FPS 67, mean/median reward 18.7/15.0, min/max reward 0.0/78.0, entropy 1.57224, value loss 0.31652, policy loss 0.12203, distill_loss -25.87084, time 2453.59472 min
Updates 15620, num timesteps 9997440, FPS 67, mean/median reward 19.2/15.0, min/max reward 0.0/78.0, entropy 1.50953, value loss 0.29680, policy loss 0.03636, distill_loss -25.88818, time 2454.73697 min
Updates 15630, num timesteps 10003840, FPS 67, mean/median reward 19.1/14.0, min/max reward 0.0/78.0, entropy 1.63236, value loss 0.13638, policy loss 0.04334, distill_loss -21.14392, time 2455.86779 min
Updates 15640, num timesteps 10010240, FPS 67, mean/median reward 20.0/15.0, min/max reward 0.0/78.0, entropy 1.80450, value loss 0.13553, policy loss 0.05791, distill_loss -14.29677, time 2457.03460 min
Updates 15650, num timesteps 10016640, FPS 67, mean/median reward 20.2/15.0, min/max reward 0.0/79.0, entropy 1.67756, value loss 0.09643, policy loss -0.10815, distill_loss -24.03677, time 2458.19885 min
