command line args: main.py --environment-model CopyModel --env-name HuntMiniPacmanNoFrameskip-v0 --algo i2a --log-interval 10 --num-processes 128 --num-stack 1 --distill-coef 10 --entropy-coef 0.02 --port 5027
Updates 0, num timesteps 640, FPS 695, mean/median reward -2.3/0.0, min/max reward -20.0/0.0, entropy 1.60919, value loss 21.55485, policy loss -1.34010, distill_loss 0.19072, time 0.01534 min
Updates 25200, num timesteps 16128640, FPS 1829, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.46709, policy loss 0.00000, distill_loss -135.46613, time 146.92229 min
Updates 25210, num timesteps 16135040, FPS 1829, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.02920, policy loss 0.00000, distill_loss -133.12544, time 147.02069 min
Updates 25220, num timesteps 16141440, FPS 1829, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.09935, policy loss -0.00000, distill_loss -113.06625, time 147.07726 min
Updates 25230, num timesteps 16147840, FPS 1829, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.90807, policy loss 0.00000, distill_loss -122.05101, time 147.13206 min
Updates 25240, num timesteps 16154240, FPS 1829, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.09373, policy loss 0.00000, distill_loss -128.22415, time 147.18676 min
Updates 25250, num timesteps 16160640, FPS 1829, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.83182, policy loss 0.00000, distill_loss -129.84200, time 147.24464 min
Updates 25260, num timesteps 16167040, FPS 1829, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.92767, policy loss -0.00000, distill_loss -133.93689, time 147.31044 min
Updates 25270, num timesteps 16173440, FPS 1829, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.78468, policy loss 0.00000, distill_loss -125.53490, time 147.36602 min
Updates 25280, num timesteps 16179840, FPS 1829, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.75524, policy loss 0.00000, distill_loss -132.24385, time 147.41831 min
Updates 25290, num timesteps 16186240, FPS 1829, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.83095, policy loss 0.00000, distill_loss -124.57023, time 147.47505 min
Updates 25300, num timesteps 16192640, FPS 1829, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.70350, policy loss -0.00000, distill_loss -128.53662, time 147.53195 min
Updates 25310, num timesteps 16199040, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.07750, policy loss 0.00000, distill_loss -136.34673, time 147.62974 min
Updates 25320, num timesteps 16205440, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.16804, policy loss 0.00000, distill_loss -130.13980, time 147.68461 min
Updates 25330, num timesteps 16211840, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.77489, policy loss 0.00000, distill_loss -114.37740, time 147.73831 min
Updates 25340, num timesteps 16218240, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.11739, policy loss 0.00000, distill_loss -122.47298, time 147.79409 min
Updates 25350, num timesteps 16224640, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00001, value loss 0.63550, policy loss 0.00000, distill_loss -111.03048, time 147.86433 min
Updates 25360, num timesteps 16231040, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.01583, policy loss -0.00000, distill_loss -114.71088, time 147.91758 min
Updates 25370, num timesteps 16237440, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00001, value loss 0.73034, policy loss 0.00000, distill_loss -115.64805, time 147.97274 min
Updates 25380, num timesteps 16243840, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00002, value loss 1.13758, policy loss -0.00000, distill_loss -119.23485, time 148.02610 min
Updates 25390, num timesteps 16250240, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.52299, policy loss 0.00000, distill_loss -113.54313, time 148.08493 min
Updates 25400, num timesteps 16256640, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.97817, policy loss -0.00000, distill_loss -115.19604, time 148.14052 min
Updates 25410, num timesteps 16263040, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.91406, policy loss 0.00000, distill_loss -121.65934, time 148.23570 min
Updates 25420, num timesteps 16269440, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.12645, policy loss -0.00000, distill_loss -120.47231, time 148.28728 min
Updates 25430, num timesteps 16275840, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.82155, policy loss -0.00000, distill_loss -115.81284, time 148.34072 min
Updates 25440, num timesteps 16282240, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.09311, policy loss 0.00000, distill_loss -115.83293, time 148.39542 min
Updates 25450, num timesteps 16288640, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.06458, policy loss 0.00000, distill_loss -120.32571, time 148.44959 min
Updates 25460, num timesteps 16295040, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00003, value loss 0.54538, policy loss 0.00000, distill_loss -108.85049, time 148.50881 min
Updates 25470, num timesteps 16301440, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.04297, policy loss -0.00000, distill_loss -118.52486, time 148.56293 min
Updates 25480, num timesteps 16307840, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.72069, policy loss 0.00000, distill_loss -121.67780, time 148.61664 min
Updates 25490, num timesteps 16314240, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00001, value loss 1.10504, policy loss -0.00000, distill_loss -118.78511, time 148.67248 min
Updates 25500, num timesteps 16320640, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.10151, policy loss 0.00000, distill_loss -129.31818, time 148.73503 min
Updates 25510, num timesteps 16327040, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.24226, policy loss 0.00000, distill_loss -129.48994, time 148.83299 min
Updates 25520, num timesteps 16333440, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.01444, policy loss 0.00000, distill_loss -125.74841, time 148.88643 min
Updates 25530, num timesteps 16339840, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.59788, policy loss -0.00000, distill_loss -121.84718, time 148.94545 min
Updates 25540, num timesteps 16346240, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00001, value loss 1.05978, policy loss -0.00000, distill_loss -114.52916, time 149.00307 min
Updates 25550, num timesteps 16352640, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.90453, policy loss -0.00000, distill_loss -123.54227, time 149.05857 min
Updates 25560, num timesteps 16359040, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.93994, policy loss 0.00000, distill_loss -136.06053, time 149.11389 min
Updates 25570, num timesteps 16365440, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.53941, policy loss -0.00000, distill_loss -124.06905, time 149.17011 min
Updates 25580, num timesteps 16371840, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.90206, policy loss 0.00000, distill_loss -122.72301, time 149.22404 min
Updates 25590, num timesteps 16378240, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.64492, policy loss -0.00000, distill_loss -122.87813, time 149.28160 min
Updates 25600, num timesteps 16384640, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.77461, policy loss 0.00000, distill_loss -131.29472, time 149.34673 min
Updates 25610, num timesteps 16391040, FPS 1827, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.83713, policy loss 0.00000, distill_loss -121.26968, time 149.44450 min
Updates 25620, num timesteps 16397440, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.86317, policy loss 0.00000, distill_loss -123.58712, time 149.49885 min
Updates 25630, num timesteps 16403840, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.80137, policy loss 0.00000, distill_loss -120.39683, time 149.55513 min
Updates 25640, num timesteps 16410240, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.60446, policy loss 0.00000, distill_loss -120.38932, time 149.60742 min
Updates 25650, num timesteps 16416640, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.82583, policy loss 0.00000, distill_loss -124.79005, time 149.66278 min
Updates 25660, num timesteps 16423040, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.21567, policy loss -0.00000, distill_loss -126.78271, time 149.71528 min
Updates 25670, num timesteps 16429440, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.20744, policy loss -0.00000, distill_loss -117.84932, time 149.76775 min
Updates 25680, num timesteps 16435840, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.87720, policy loss -0.00000, distill_loss -122.07211, time 149.82133 min
Updates 25690, num timesteps 16442240, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.86037, policy loss 0.00000, distill_loss -126.70250, time 149.87594 min
Updates 25700, num timesteps 16448640, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.02592, policy loss 0.00000, distill_loss -125.86912, time 149.93702 min
Updates 25710, num timesteps 16455040, FPS 1827, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.15221, policy loss 0.00000, distill_loss -126.57805, time 150.03897 min
Updates 25720, num timesteps 16461440, FPS 1827, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.08625, policy loss -0.00000, distill_loss -121.27754, time 150.09299 min
Updates 25730, num timesteps 16467840, FPS 1827, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.03339, policy loss -0.00000, distill_loss -117.53595, time 150.14840 min
Updates 25740, num timesteps 16474240, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.02646, policy loss -0.00000, distill_loss -114.32979, time 150.20197 min
Updates 25750, num timesteps 16480640, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.91671, policy loss -0.00000, distill_loss -137.80905, time 150.25424 min
Updates 25760, num timesteps 16487040, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.44436, policy loss 0.00000, distill_loss -118.96516, time 150.30674 min
Updates 25770, num timesteps 16493440, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.18290, policy loss 0.00000, distill_loss -133.47102, time 150.35898 min
Updates 25780, num timesteps 16499840, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.67536, policy loss 0.00000, distill_loss -112.66532, time 150.41143 min
Updates 25790, num timesteps 16506240, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.34517, policy loss 0.00000, distill_loss -126.71267, time 150.46170 min
Updates 25800, num timesteps 16512640, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.40038, policy loss 0.00000, distill_loss -122.44762, time 150.52511 min
Updates 25810, num timesteps 16519040, FPS 1827, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.10474, policy loss 0.00000, distill_loss -120.78458, time 150.62107 min
Updates 25820, num timesteps 16525440, FPS 1827, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.37498, policy loss 0.00000, distill_loss -134.61378, time 150.67445 min
Updates 25830, num timesteps 16531840, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.14963, policy loss 0.00000, distill_loss -121.06891, time 150.72623 min
Updates 25840, num timesteps 16538240, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.28345, policy loss 0.00000, distill_loss -131.99620, time 150.77807 min
Updates 25850, num timesteps 16544640, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.98731, policy loss 0.00000, distill_loss -115.66673, time 150.82792 min
Updates 25860, num timesteps 16551040, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.28191, policy loss 0.00000, distill_loss -107.94979, time 150.87967 min
Updates 25870, num timesteps 16557440, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.20431, policy loss 0.00000, distill_loss -116.38021, time 150.93296 min
Updates 25880, num timesteps 16563840, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.45731, policy loss -0.00000, distill_loss -116.96774, time 150.98440 min
Updates 25890, num timesteps 16570240, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.57263, policy loss 0.00000, distill_loss -112.65932, time 151.04858 min
Updates 25900, num timesteps 16576640, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.06346, policy loss -0.00000, distill_loss -116.99164, time 151.10622 min
Updates 25910, num timesteps 16583040, FPS 1827, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.96138, policy loss 0.00000, distill_loss -116.44192, time 151.19990 min
Updates 25920, num timesteps 16589440, FPS 1827, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.94785, policy loss 0.00000, distill_loss -117.96147, time 151.25474 min
Updates 25930, num timesteps 16595840, FPS 1827, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 1.07751, policy loss 0.00000, distill_loss -110.79518, time 151.31270 min
Updates 25940, num timesteps 16602240, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00001, value loss 1.63531, policy loss 0.00000, distill_loss -100.64342, time 151.36571 min
Updates 25950, num timesteps 16608640, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00001, value loss 1.83528, policy loss 0.00000, distill_loss -102.97900, time 151.41805 min
Updates 25960, num timesteps 16615040, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.75890, policy loss 0.00000, distill_loss -108.21195, time 151.47476 min
Updates 25970, num timesteps 16621440, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00000, value loss 0.78586, policy loss -0.00000, distill_loss -104.14807, time 151.52700 min
Updates 25980, num timesteps 16627840, FPS 1828, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00002, value loss 0.90054, policy loss 0.00000, distill_loss -100.34008, time 151.58424 min
