command line args: main.py --env-name MsPacmanNoFrameskip-v0 --algo a2c --num-stack 4 --train-on-200x160-pixel --port 5026 --log-dir /tmp/a2c_mspacman --num-processes 128
Updates 0, num timesteps 640, FPS 398, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.18486, value loss 0.01736, policy loss 0.21304, time 0.02680 min
Updates 29740, num timesteps 19034240, FPS 217, mean/median reward 37.0/17.0, min/max reward 0.0/133.0, entropy 1.86913, value loss 0.05716, policy loss 0.02988, time 1459.72384 min
Updates 29750, num timesteps 19040640, FPS 217, mean/median reward 37.7/17.0, min/max reward 0.0/134.0, entropy 1.92841, value loss 0.14391, policy loss 0.07331, time 1459.97086 min
Updates 29760, num timesteps 19047040, FPS 217, mean/median reward 38.6/17.0, min/max reward 0.0/134.0, entropy 1.85200, value loss 0.04502, policy loss 0.01624, time 1460.21372 min
Updates 29770, num timesteps 19053440, FPS 217, mean/median reward 38.2/15.0, min/max reward 0.0/134.0, entropy 1.88047, value loss 0.06235, policy loss -0.04332, time 1460.45459 min
Updates 29780, num timesteps 19059840, FPS 217, mean/median reward 36.4/13.0, min/max reward 0.0/134.0, entropy 1.77216, value loss 0.05054, policy loss 0.02085, time 1460.69152 min
Updates 29790, num timesteps 19066240, FPS 217, mean/median reward 37.5/13.0, min/max reward 0.0/134.0, entropy 1.75546, value loss 0.06771, policy loss -0.00674, time 1460.93230 min
Updates 29800, num timesteps 19072640, FPS 217, mean/median reward 38.0/15.0, min/max reward 0.0/134.0, entropy 1.77993, value loss 0.11048, policy loss -0.03649, time 1461.17780 min
Updates 29810, num timesteps 19079040, FPS 217, mean/median reward 38.1/14.0, min/max reward 0.0/134.0, entropy 1.80901, value loss 0.04587, policy loss 0.00536, time 1461.43475 min
Updates 29820, num timesteps 19085440, FPS 217, mean/median reward 38.9/15.0, min/max reward 0.0/134.0, entropy 1.80102, value loss 0.14482, policy loss 0.02938, time 1461.68071 min
Updates 29830, num timesteps 19091840, FPS 217, mean/median reward 38.8/14.0, min/max reward 0.0/134.0, entropy 1.82569, value loss 0.09294, policy loss 0.03817, time 1461.93332 min
Updates 29840, num timesteps 19098240, FPS 217, mean/median reward 36.4/14.0, min/max reward 0.0/134.0, entropy 1.79231, value loss 0.18535, policy loss 0.12125, time 1462.18009 min
Updates 29850, num timesteps 19104640, FPS 217, mean/median reward 35.0/14.0, min/max reward 0.0/134.0, entropy 1.79940, value loss 0.05316, policy loss -0.05507, time 1462.46666 min
Updates 29860, num timesteps 19111040, FPS 217, mean/median reward 35.2/14.0, min/max reward 0.0/134.0, entropy 1.82284, value loss 0.03793, policy loss 0.03501, time 1462.71986 min
Updates 29870, num timesteps 19117440, FPS 217, mean/median reward 36.6/15.0, min/max reward 0.0/141.0, entropy 1.70651, value loss 0.22566, policy loss 0.05727, time 1462.97670 min
Updates 29880, num timesteps 19123840, FPS 217, mean/median reward 36.1/15.0, min/max reward 0.0/141.0, entropy 1.84901, value loss 0.05478, policy loss 0.00327, time 1463.22809 min
Updates 29890, num timesteps 19130240, FPS 217, mean/median reward 36.3/15.0, min/max reward 0.0/141.0, entropy 1.85094, value loss 0.05760, policy loss 0.04948, time 1463.48313 min
Updates 29900, num timesteps 19136640, FPS 217, mean/median reward 36.1/16.0, min/max reward 0.0/141.0, entropy 1.78601, value loss 0.04380, policy loss -0.01905, time 1463.74157 min
Updates 29910, num timesteps 19143040, FPS 217, mean/median reward 33.9/15.0, min/max reward 0.0/141.0, entropy 1.79128, value loss 0.05603, policy loss 0.01631, time 1463.99984 min
Updates 29920, num timesteps 19149440, FPS 217, mean/median reward 30.8/13.0, min/max reward 0.0/141.0, entropy 1.85764, value loss 0.04405, policy loss 0.01936, time 1464.25894 min
Updates 29930, num timesteps 19155840, FPS 218, mean/median reward 30.4/14.0, min/max reward 0.0/146.0, entropy 1.85457, value loss 0.04584, policy loss -0.00054, time 1464.51016 min
Updates 29940, num timesteps 19162240, FPS 218, mean/median reward 31.0/15.0, min/max reward 0.0/146.0, entropy 1.85379, value loss 0.03715, policy loss 0.00163, time 1464.77513 min
Updates 29950, num timesteps 19168640, FPS 218, mean/median reward 30.2/14.0, min/max reward 0.0/146.0, entropy 1.83115, value loss 0.04906, policy loss -0.05960, time 1465.02568 min
Updates 29960, num timesteps 19175040, FPS 218, mean/median reward 31.1/14.0, min/max reward 0.0/146.0, entropy 1.81357, value loss 0.11446, policy loss -0.00136, time 1465.34551 min
Updates 29970, num timesteps 19181440, FPS 218, mean/median reward 30.8/14.0, min/max reward 0.0/146.0, entropy 1.90253, value loss 0.07651, policy loss -0.01980, time 1465.61141 min
Updates 29980, num timesteps 19187840, FPS 218, mean/median reward 32.5/14.0, min/max reward 0.0/146.0, entropy 1.82277, value loss 0.05885, policy loss -0.02613, time 1465.88190 min
Updates 29990, num timesteps 19194240, FPS 218, mean/median reward 29.5/13.0, min/max reward 0.0/146.0, entropy 1.82484, value loss 0.05712, policy loss -0.09495, time 1466.12755 min
Updates 30000, num timesteps 19200640, FPS 218, mean/median reward 29.2/12.0, min/max reward 0.0/146.0, entropy 1.83853, value loss 0.07474, policy loss -0.03639, time 1466.37875 min
Updates 30010, num timesteps 19207040, FPS 218, mean/median reward 30.5/13.0, min/max reward 0.0/146.0, entropy 1.84065, value loss 0.10821, policy loss 0.04364, time 1466.63781 min
Updates 30020, num timesteps 19213440, FPS 218, mean/median reward 32.6/14.0, min/max reward 0.0/146.0, entropy 1.91332, value loss 0.20875, policy loss 0.02208, time 1466.89548 min
Updates 30030, num timesteps 19219840, FPS 218, mean/median reward 33.5/14.0, min/max reward 0.0/146.0, entropy 1.83911, value loss 0.05921, policy loss 0.00498, time 1467.14975 min
Updates 30040, num timesteps 19226240, FPS 218, mean/median reward 34.3/14.0, min/max reward 0.0/146.0, entropy 1.88293, value loss 0.05333, policy loss -0.00583, time 1467.40117 min
Updates 30050, num timesteps 19232640, FPS 218, mean/median reward 33.9/14.0, min/max reward 0.0/146.0, entropy 1.84996, value loss 0.10319, policy loss 0.02449, time 1467.65279 min
Updates 30060, num timesteps 19239040, FPS 218, mean/median reward 33.4/14.0, min/max reward 0.0/146.0, entropy 1.87456, value loss 0.13719, policy loss 0.08447, time 1467.90497 min
Updates 30070, num timesteps 19245440, FPS 218, mean/median reward 33.4/14.0, min/max reward 0.0/146.0, entropy 1.86105, value loss 0.04728, policy loss -0.04383, time 1468.15619 min
Updates 30080, num timesteps 19251840, FPS 218, mean/median reward 34.6/15.0, min/max reward 0.0/146.0, entropy 1.88975, value loss 0.04743, policy loss 0.00659, time 1468.40897 min
Updates 30090, num timesteps 19258240, FPS 218, mean/median reward 34.6/15.0, min/max reward 0.0/146.0, entropy 1.87868, value loss 0.04839, policy loss -0.02129, time 1468.66146 min
Updates 30100, num timesteps 19264640, FPS 218, mean/median reward 33.7/14.0, min/max reward 0.0/146.0, entropy 1.89476, value loss 0.23485, policy loss -0.05046, time 1468.92034 min
Updates 30110, num timesteps 19271040, FPS 218, mean/median reward 34.7/14.0, min/max reward 0.0/146.0, entropy 1.86851, value loss 0.06416, policy loss -0.02188, time 1469.17201 min
Updates 30120, num timesteps 19277440, FPS 218, mean/median reward 36.2/15.0, min/max reward 0.0/146.0, entropy 1.89364, value loss 0.05387, policy loss 0.01231, time 1469.41966 min
Updates 30130, num timesteps 19283840, FPS 218, mean/median reward 37.4/18.0, min/max reward 0.0/146.0, entropy 1.84944, value loss 0.05904, policy loss 0.02808, time 1469.66773 min
Updates 30140, num timesteps 19290240, FPS 218, mean/median reward 36.6/17.0, min/max reward 0.0/146.0, entropy 1.86208, value loss 0.09584, policy loss 0.02657, time 1469.91285 min
Updates 30150, num timesteps 19296640, FPS 218, mean/median reward 37.0/16.0, min/max reward 0.0/141.0, entropy 1.84059, value loss 0.12267, policy loss 0.09643, time 1470.15726 min
Updates 30160, num timesteps 19303040, FPS 218, mean/median reward 37.1/15.0, min/max reward 0.0/141.0, entropy 1.85689, value loss 0.07313, policy loss -0.05149, time 1470.40205 min
Updates 30170, num timesteps 19309440, FPS 218, mean/median reward 37.0/14.0, min/max reward 0.0/141.0, entropy 1.86918, value loss 0.03787, policy loss 0.02675, time 1470.64765 min
Updates 30180, num timesteps 19315840, FPS 218, mean/median reward 40.2/17.0, min/max reward 0.0/141.0, entropy 1.83150, value loss 0.13945, policy loss 0.05022, time 1470.88720 min
Updates 30190, num timesteps 19322240, FPS 218, mean/median reward 40.9/18.0, min/max reward 0.0/141.0, entropy 1.86473, value loss 0.04343, policy loss 0.02450, time 1471.12758 min
Updates 30200, num timesteps 19328640, FPS 218, mean/median reward 40.5/17.0, min/max reward 0.0/141.0, entropy 1.81966, value loss 0.18165, policy loss 0.06393, time 1471.38003 min
Updates 30210, num timesteps 19335040, FPS 218, mean/median reward 39.0/17.0, min/max reward 0.0/141.0, entropy 1.86729, value loss 0.08194, policy loss -0.02089, time 1471.63253 min
Updates 30220, num timesteps 19341440, FPS 219, mean/median reward 36.1/15.0, min/max reward 0.0/141.0, entropy 1.84754, value loss 0.08400, policy loss 0.00012, time 1471.88846 min
Updates 30230, num timesteps 19347840, FPS 219, mean/median reward 34.7/15.0, min/max reward 0.0/141.0, entropy 1.87205, value loss 0.04270, policy loss -0.01227, time 1472.13406 min
Updates 30240, num timesteps 19354240, FPS 219, mean/median reward 33.9/15.0, min/max reward 0.0/141.0, entropy 1.78658, value loss 0.05833, policy loss 0.00054, time 1472.39572 min
Updates 30250, num timesteps 19360640, FPS 219, mean/median reward 33.1/15.0, min/max reward 0.0/141.0, entropy 1.81039, value loss 0.09593, policy loss 0.03639, time 1472.63926 min
Updates 30260, num timesteps 19367040, FPS 219, mean/median reward 30.3/14.0, min/max reward 0.0/141.0, entropy 1.81304, value loss 0.08453, policy loss -0.01170, time 1472.88750 min
Updates 30270, num timesteps 19373440, FPS 219, mean/median reward 31.3/14.0, min/max reward 0.0/141.0, entropy 1.80595, value loss 0.03745, policy loss 0.04771, time 1473.13087 min
Updates 30280, num timesteps 19379840, FPS 219, mean/median reward 31.2/14.0, min/max reward 0.0/133.0, entropy 1.78241, value loss 0.06827, policy loss 0.02609, time 1473.37695 min
Updates 30290, num timesteps 19386240, FPS 219, mean/median reward 32.0/14.0, min/max reward 0.0/133.0, entropy 1.85965, value loss 0.06326, policy loss -0.00735, time 1473.62013 min
Updates 30300, num timesteps 19392640, FPS 219, mean/median reward 30.6/14.0, min/max reward 0.0/138.0, entropy 1.86253, value loss 0.07450, policy loss -0.01226, time 1473.86611 min
Updates 30310, num timesteps 19399040, FPS 219, mean/median reward 31.1/14.0, min/max reward 0.0/138.0, entropy 1.89042, value loss 0.08023, policy loss 0.01226, time 1474.11595 min
Updates 30320, num timesteps 19405440, FPS 219, mean/median reward 33.0/14.0, min/max reward 0.0/138.0, entropy 1.87337, value loss 0.24931, policy loss 0.09319, time 1474.35824 min
Updates 30330, num timesteps 19411840, FPS 219, mean/median reward 33.5/15.0, min/max reward 0.0/138.0, entropy 1.79321, value loss 0.07322, policy loss 0.00548, time 1474.60239 min
Updates 30340, num timesteps 19418240, FPS 219, mean/median reward 32.9/14.0, min/max reward 0.0/138.0, entropy 1.83348, value loss 0.04870, policy loss -0.05061, time 1474.84448 min
Updates 30350, num timesteps 19424640, FPS 219, mean/median reward 32.7/14.0, min/max reward 0.0/138.0, entropy 1.86083, value loss 0.06841, policy loss -0.04768, time 1475.09805 min
Updates 30360, num timesteps 19431040, FPS 219, mean/median reward 32.2/14.0, min/max reward 0.0/138.0, entropy 1.90078, value loss 0.04493, policy loss 0.00969, time 1475.34218 min
Updates 30370, num timesteps 19437440, FPS 219, mean/median reward 31.9/12.0, min/max reward 0.0/138.0, entropy 1.90775, value loss 0.03551, policy loss -0.01585, time 1475.60193 min
Updates 30380, num timesteps 19443840, FPS 219, mean/median reward 33.1/14.0, min/max reward 0.0/138.0, entropy 1.88507, value loss 0.20431, policy loss 0.06165, time 1475.84383 min
Updates 30390, num timesteps 19450240, FPS 219, mean/median reward 33.9/14.0, min/max reward 0.0/138.0, entropy 1.86308, value loss 0.04607, policy loss -0.03273, time 1476.10357 min
Updates 30400, num timesteps 19456640, FPS 219, mean/median reward 34.5/14.0, min/max reward 0.0/138.0, entropy 1.90441, value loss 0.22413, policy loss 0.17737, time 1476.35097 min
Updates 30410, num timesteps 19463040, FPS 219, mean/median reward 33.8/14.0, min/max reward 0.0/136.0, entropy 1.85865, value loss 0.04791, policy loss -0.02141, time 1476.61749 min
Updates 30420, num timesteps 19469440, FPS 219, mean/median reward 32.1/14.0, min/max reward 0.0/136.0, entropy 1.90751, value loss 0.05322, policy loss 0.05660, time 1476.90000 min
Updates 30430, num timesteps 19475840, FPS 219, mean/median reward 32.4/14.0, min/max reward 0.0/136.0, entropy 1.86869, value loss 0.05974, policy loss 0.01363, time 1477.17547 min
Updates 30440, num timesteps 19482240, FPS 219, mean/median reward 34.1/15.0, min/max reward 0.0/136.0, entropy 1.83138, value loss 0.07195, policy loss -0.03401, time 1477.43268 min
Updates 30450, num timesteps 19488640, FPS 219, mean/median reward 34.4/16.0, min/max reward 0.0/136.0, entropy 1.79581, value loss 0.04392, policy loss -0.03194, time 1477.69302 min
Updates 30460, num timesteps 19495040, FPS 219, mean/median reward 35.1/16.0, min/max reward 0.0/136.0, entropy 1.82469, value loss 0.04585, policy loss 0.01745, time 1477.94690 min
Updates 30470, num timesteps 19501440, FPS 219, mean/median reward 36.0/17.0, min/max reward 0.0/136.0, entropy 1.81921, value loss 0.05624, policy loss -0.03794, time 1478.20159 min
Updates 30480, num timesteps 19507840, FPS 219, mean/median reward 34.4/16.0, min/max reward 0.0/136.0, entropy 1.82927, value loss 0.05361, policy loss 0.01945, time 1478.45751 min
Updates 30490, num timesteps 19514240, FPS 219, mean/median reward 34.5/17.0, min/max reward 0.0/136.0, entropy 1.55259, value loss 0.06586, policy loss -0.04813, time 1478.71964 min
Updates 30500, num timesteps 19520640, FPS 219, mean/median reward 34.9/16.0, min/max reward 0.0/136.0, entropy 1.79798, value loss 0.08389, policy loss 0.00400, time 1478.97757 min
Updates 30510, num timesteps 19527040, FPS 220, mean/median reward 33.6/15.0, min/max reward 0.0/131.0, entropy 1.86540, value loss 0.06907, policy loss -0.01363, time 1479.24184 min
Updates 30520, num timesteps 19533440, FPS 220, mean/median reward 32.5/15.0, min/max reward 0.0/131.0, entropy 1.88293, value loss 0.17783, policy loss 0.09441, time 1479.49968 min
Updates 30530, num timesteps 19539840, FPS 220, mean/median reward 31.9/15.0, min/max reward 0.0/131.0, entropy 1.84241, value loss 0.08460, policy loss 0.05190, time 1479.75670 min
Updates 30540, num timesteps 19546240, FPS 220, mean/median reward 31.2/13.0, min/max reward 0.0/131.0, entropy 1.85040, value loss 0.04534, policy loss -0.03789, time 1480.01386 min
Updates 30550, num timesteps 19552640, FPS 220, mean/median reward 31.0/13.0, min/max reward 0.0/131.0, entropy 1.80942, value loss 0.06667, policy loss 0.01178, time 1480.27374 min
Updates 30560, num timesteps 19559040, FPS 220, mean/median reward 31.4/13.0, min/max reward 0.0/131.0, entropy 1.76455, value loss 0.06527, policy loss -0.02348, time 1480.52715 min
Updates 30570, num timesteps 19565440, FPS 220, mean/median reward 32.0/13.0, min/max reward 0.0/131.0, entropy 1.73518, value loss 0.05044, policy loss -0.02225, time 1480.78618 min
Updates 30580, num timesteps 19571840, FPS 220, mean/median reward 33.7/13.0, min/max reward 0.0/144.0, entropy 1.89519, value loss 0.09763, policy loss 0.00583, time 1481.04496 min
Updates 30590, num timesteps 19578240, FPS 220, mean/median reward 35.0/14.0, min/max reward 0.0/144.0, entropy 1.82208, value loss 0.05090, policy loss -0.03704, time 1481.30321 min
Updates 30600, num timesteps 19584640, FPS 220, mean/median reward 35.2/14.0, min/max reward 0.0/144.0, entropy 1.88671, value loss 0.05082, policy loss -0.01270, time 1481.56013 min
Updates 30610, num timesteps 19591040, FPS 220, mean/median reward 34.2/14.0, min/max reward 0.0/144.0, entropy 1.87558, value loss 0.22707, policy loss 0.06236, time 1481.81595 min
Updates 30620, num timesteps 19597440, FPS 220, mean/median reward 36.3/16.0, min/max reward 0.0/145.0, entropy 1.81738, value loss 0.20532, policy loss 0.08559, time 1482.06097 min
Updates 30630, num timesteps 19603840, FPS 220, mean/median reward 36.5/15.0, min/max reward 0.0/145.0, entropy 1.82126, value loss 0.08080, policy loss -0.03073, time 1482.31214 min
Updates 30640, num timesteps 19610240, FPS 220, mean/median reward 36.1/14.0, min/max reward 0.0/145.0, entropy 1.83102, value loss 0.03849, policy loss -0.00798, time 1482.55540 min
Updates 30650, num timesteps 19616640, FPS 220, mean/median reward 37.0/15.0, min/max reward 0.0/145.0, entropy 1.84431, value loss 0.14686, policy loss 0.00993, time 1482.80345 min
Updates 30660, num timesteps 19623040, FPS 220, mean/median reward 37.1/15.0, min/max reward 0.0/145.0, entropy 1.85947, value loss 0.04582, policy loss -0.02326, time 1483.04451 min
Updates 30670, num timesteps 19629440, FPS 220, mean/median reward 37.4/16.0, min/max reward 0.0/145.0, entropy 1.80298, value loss 0.05303, policy loss -0.02466, time 1483.28607 min
